"taxa"	"EOO"	"AOO"	"Nbe_unique_occ."	"Nbe_subPop"	"Nbe_loc"	"EOO2"	"NOP"	"MER"	"EOOkm2"	"AOO2km"	"EOOcat"	"AOOcat"	"EOO_rCAT_conR2"
"Heterospathe pulchra"	254	12	3	2	2	254	"3"	"26726.6739837427"	"253.546360030029"	"12"	"EN"	"EN"	"253.546360030029"
"Heterospathe pullenii"	1104	16	4	4	4	1104	"4"	"3175.61989833593"	"1106.51499918768"	"16"	"EN"	"EN"	"1106.51499918768"
"Heterospathe scitula"	69	16	4	4	4	69	"4"	"5309.5902735299"	"65.5040661858845"	"16"	"CR"	"EN"	"65.5040661858845"
"Heterospathe sphaerocarpa"	2621	16	5	3	3	2621	"5"	"65942.1490912395"	"2506.3292967566"	"20"	"EN"	"EN"	"2506.3292967566"
"Heterospathe trispatha"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Heterospathe woodfordiana"	1846	16	4	3	3	1846	"4"	"15558.8091342213"	"1854.26346586922"	"12"	"EN"	"EN"	"1854.26346586922"
"Hydriastele aprica"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Hydriastele beccariana"	NA	8	2	2	2	NA	"2"	"306640.09834293"	"0"	"8"	"CR"	"CR"	NA
"Hydriastele beguinii"	849	12	7	3	3	849	"7"	"1679.91457668509"	"849.18615554705"	"24"	"EN"	"EN"	"849.18615554705"
"Hydriastele biakensis"	4	4	5	1	1	0	"5"	"0.369200401744393"	"0.264241743186484"	"8"	"CR"	"CR"	"0.264241743186484"
"Hydriastele brassii"	71589	12	3	3	3	71589	"3"	"441338.638663941"	"70984.3407264593"	"12"	"LC"	"EN"	"70984.3407264593"
"Hydriastele cariosa"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Hydriastele chaunostachys"	23725	24	7	6	6	23725	"7"	"58137.0564168993"	"23678.6828732195"	"24"	"NT"	"EN"	"23678.6828732195"
"Hydriastele costata"	1409813	212	63	46	46	1409813	"63"	"2877798.12368657"	"1398746.67862338"	"216"	"LC"	"EN"	"1398746.67862338"
"Hydriastele dransfieldii"	133	12	5	2	3	133	"5"	"851.506009128915"	"132.821804606035"	"16"	"EN"	"EN"	"132.821804606035"
"Hydriastele flabellata"	369249	64	16	13	13	369249	"16"	"1215982.16273671"	"369109.485079564"	"64"	"LC"	"EN"	"369109.485079564"
"Hydriastele gibbsiana"	NA	4	2	1	1	NA	"2"	"0.104467018901864"	"0"	"8"	"CR"	"CR"	NA
"Hydriastele gracilis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Hydriastele hombronii"	87	8	3	2	2	87	"3"	"66800.1090860309"	"85.5041426751556"	"8"	"CR"	"CR"	"85.5041426751556"
"Hydriastele kasesa"	106510	52	14	12	12	106510	"14"	"178795.048293473"	"106501.775563274"	"52"	"LC"	"EN"	"106501.775563274"
"Hydriastele ledermanniana"	153589	48	13	11	11	153589	"13"	"610306.460525682"	"153073.133448576"	"48"	"LC"	"EN"	"153073.133448576"
"Hydriastele longispatha"	309915	44	14	10	10	309915	"14"	"1163991.04483036"	"303728.062708367"	"56"	"LC"	"EN"	"303728.062708367"
"Hydriastele lurida"	256400	40	10	9	9	256400	"10"	"772498.359750254"	"256190.46713227"	"36"	"LC"	"EN"	"256190.46713227"
"Hydriastele manusii"	8	8	3	1	1	0	"3"	"4.92028676799796"	"0.409616038287029"	"8"	"CR"	"CR"	"0.409616038287029"
"Hydriastele micrantha"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Hydriastele microcarpa"	18636	12	3	3	3	18636	"3"	"63045.9572714219"	"18648.6143582521"	"12"	"VU"	"EN"	"18648.6143582521"
"Hydriastele moluccana"	8	8	3	2	2	5	"3"	"1792.1207642333"	"4.9228010513382"	"12"	"CR"	"EN"	"4.9228010513382"
"Hydriastele montana"	NA	8	2	2	2	NA	"2"	"34.9050326210515"	"0"	"8"	"CR"	"CR"	NA
"Hydriastele nannostachys"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Hydriastele pinangoides"	1028324	280	76	52	59	1028324	"76"	"2266326.39404858"	"1021895.23082032"	"296"	"LC"	"EN"	"1021895.23082032"
"Hydriastele procera"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Hydriastele ramsayi"	115673	596	375	44	80	115673	"375"	"175629.447917543"	"115600.96611783"	"620"	"LC"	"VU"	"115600.96611783"
"Hydriastele rhopalocarpa"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Hydriastele valida"	NA	4	2	1	1	NA	"2"	"0.196604173216453"	"0"	"8"	"CR"	"CR"	NA
"Hydriastele variabilis"	25523	40	12	9	9	25523	"12"	"49927.9400511352"	"25510.2593943964"	"44"	"NT"	"EN"	"25510.2593943964"
"Hydriastele wendlandiana"	1758546	1240	429	102	180	1758546	"429"	"4436432.02094548"	"1668691.89088562"	"1240"	"LC"	"VU"	"1668691.89088562"
"Hyophorbe amaricaulis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Hyophorbe lagenicaulis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Hyospathe elegans"	7555868	2604	764	359	475	7555868	"764"	"12840971.6326296"	"7485559.27576076"	"2620"	"LC"	"NT"	"7485559.27576076"
"Hyospathe frontinensis"	10413	32	12	3	4	10413	"12"	"72992.1836433416"	"10321.1485297435"	"32"	"VU"	"EN"	"10321.1485297435"
"Hyospathe macrorhachis"	13328	48	13	8	10	13328	"13"	"56166.0228685901"	"13351.7555193436"	"48"	"VU"	"EN"	"13351.7555193436"
"Hyospathe peruviana"	3149	16	8	3	3	3149	"8"	"82391.5230797677"	"3143.85745159052"	"16"	"EN"	"EN"	"3143.85745159052"
"Hyospathe wendlandiana"	588	20	5	3	3	588	"5"	"820.402003163204"	"588.094098774767"	"20"	"EN"	"EN"	"588.094098774767"
"Hyphaene compressa"	518232	72	19	15	15	518232	"19"	"834916.49616877"	"516300.780773406"	"76"	"LC"	"EN"	"516300.780773406"
"Hyphaene coriacea"	4042985	224	60	48	51	4042985	"60"	"7877556.24450472"	"4095602.21415835"	"236"	"LC"	"EN"	"4095602.21415835"
"Hyphaene guineensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Hyphaene petersiana"	2309892	40	10	9	9	2309892	"10"	"5226427.19684961"	"2305415.61633417"	"40"	"LC"	"EN"	"2305415.61633417"
"Hyphaene reptans"	12	12	5	2	2	8	"5"	"82.8267101634242"	"8.28863406242752"	"12"	"CR"	"EN"	"8.28863406242752"
"Hyphaene thebaica"	10206389	512	283	45	68	10206389	"283"	"16400668.5421814"	"9618338.51006968"	"508"	"LC"	"VU"	"9618338.51006968"
"Iguanura ambigua"	NA	8	2	2	2	NA	"2"	"738.409604557029"	"0"	"8"	"CR"	"CR"	NA
"Iguanura bicornis"	NA	8	2	2	2	NA	"2"	"550.673036667003"	"0"	"8"	"CR"	"CR"	NA
"Iguanura borneensis"	NA	8	2	2	2	NA	"2"	"27187.6019235846"	"0"	"8"	"CR"	"CR"	NA
"Iguanura curvata"	9234	12	3	3	3	9234	"3"	"18849.8381936503"	"9230.17739945851"	"12"	"VU"	"EN"	"9230.17739945851"
"Iguanura diffusa"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Iguanura elegans"	791	16	4	3	3	791	"4"	"1897.02108174296"	"791.286418898966"	"16"	"EN"	"EN"	"791.286418898966"
"Iguanura macrostachya"	127351	28	7	7	6	127351	"7"	"260250.71042376"	"127284.261533361"	"28"	"LC"	"EN"	"127284.261533361"
"Iguanura melinauensis"	2497	28	8	2	4	2497	"8"	"179725.365225234"	"2475.08779288319"	"32"	"EN"	"EN"	"2475.08779288319"
"Iguanura minor"	84	12	3	3	3	84	"3"	"10106.7771006692"	"84.8547278592854"	"12"	"CR"	"EN"	"84.8547278592854"
"Iguanura myochodoides"	12	12	3	1	1	2	"3"	"20.5114407827128"	"1.70929383184082"	"12"	"CR"	"EN"	"1.70929383184082"
"Iguanura palmuncula"	4343	28	7	4	5	4343	"7"	"13843.8267426278"	"4343.50484576176"	"28"	"EN"	"EN"	"4343.50484576176"
"Iguanura polymorpha"	31290	84	26	17	19	31290	"26"	"148801.296777362"	"31189.3129839663"	"84"	"LC"	"EN"	"31189.3129839663"
"Iguanura prolifera"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Iguanura sanderiana"	550	12	3	3	3	550	"3"	"2755.12050383866"	"550.315153655272"	"12"	"EN"	"EN"	"550.315153655272"
"Iguanura thalangensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Iguanura wallichiana"	317742	84	25	18	18	317742	"25"	"624699.37672892"	"317528.422925537"	"88"	"LC"	"EN"	"317528.422925537"
"Iriartea deltoidea"	4810149	2020	656	263	343	4810149	"656"	"10023120.4894156"	"4809520.64883384"	"2028"	"LC"	"NT"	"4809520.64883384"
"Iriartella setigera"	3372923	820	247	143	167	3372923	"247"	"4764557.39281142"	"3355582.6562159"	"824"	"LC"	"VU"	"3355582.6562159"
"Iriartella stenocarpa"	1760610	612	191	66	100	1760610	"191"	"3419391.26181738"	"1767969.99441248"	"624"	"LC"	"VU"	"1767969.99441248"
"Itaya amicorum"	198384	132	45	15	21	198384	"45"	"460045.542597696"	"197779.61588576"	"128"	"LC"	"EN"	"197779.61588576"
"Jailoloa halmaherensis"	4	4	3	1	1	0	"3"	"0.0360535560646438"	"0.000556045158828376"	"8"	"CR"	"CR"	"0.000556045158828376"
"Johannesteijsmannia altifrons"	233487	28	7	7	7	233487	"7"	"447789.806749308"	"233598.717287395"	"28"	"LC"	"EN"	"233598.717287395"
"Jubaea chilensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Jubaeopsis caffra"	1025	32	9	3	6	1025	"9"	"4051.66300708173"	"1027.63716989106"	"36"	"EN"	"EN"	"1027.63716989106"
"Kentiopsis magnifica"	16	16	7	1	2	8	"7"	"20.4374755188187"	"7.76041839185286"	"24"	"CR"	"EN"	"7.76041839185286"
"Kentiopsis oliviformis"	251	24	6	3	3	251	"6"	"588.03266192225"	"250.76430344663"	"24"	"EN"	"EN"	"250.76430344663"
"Kentiopsis piersoniorum"	4	4	4	1	1	1	"4"	"0.923498446559495"	"0.522098628809333"	"8"	"CR"	"CR"	"0.522098628809333"
"Kentiopsis pyriformis"	116	16	9	2	3	116	"9"	"184.155606077711"	"116.194127393177"	"32"	"EN"	"EN"	"116.194127393177"
"Kerriodoxa elegans"	1193	24	6	3	4	1193	"6"	"3907.29708463068"	"1193.64702006671"	"24"	"EN"	"EN"	"1193.64702006671"
"Korthalsia angustifolia"	4730	12	3	3	3	4730	"3"	"11853.533565508"	"4727.91113412514"	"12"	"EN"	"EN"	"4727.91113412514"
"Korthalsia brassii"	NA	8	2	2	2	NA	"2"	"1032.79480690133"	"0"	"8"	"CR"	"CR"	NA
"Korthalsia celebica"	NA	8	2	2	2	NA	"2"	"75034.6206885523"	"0"	"8"	"CR"	"CR"	NA
"Korthalsia cheb"	313214	60	20	12	13	313214	"20"	"666277.831484017"	"312498.379268544"	"72"	"LC"	"EN"	"312498.379268544"
"Korthalsia concolor"	NA	4	2	1	1	NA	"2"	"0"	"0"	"4"	"CR"	"CR"	NA
"Korthalsia debilis"	17	8	3	2	2	17	"3"	"2023.13252499568"	"17.450987775034"	"12"	"CR"	"EN"	"17.450987775034"
"Korthalsia echinometra"	1076197	80	24	17	17	1076197	"24"	"1568724.27080226"	"1069333.97674862"	"84"	"LC"	"EN"	"1069333.97674862"
"Korthalsia ferox"	222525	40	15	8	8	222525	"15"	"541908.387147116"	"222621.730935961"	"44"	"LC"	"EN"	"222621.730935961"
"Korthalsia flagellaris"	NA	8	2	2	2	NA	"2"	"15585.5983673832"	"0"	"8"	"CR"	"CR"	NA
"Korthalsia furtadoana"	183624	56	17	11	11	183624	"17"	"365209.130673287"	"183709.499419003"	"56"	"LC"	"EN"	"183709.499419003"
"Korthalsia hispida"	614024	36	11	8	8	614024	"11"	"1294818.11916997"	"612530.076890975"	"36"	"LC"	"EN"	"612530.076890975"
"Korthalsia jala"	5648	24	6	4	4	5648	"6"	"34425.9240987866"	"5607.89485008981"	"24"	"VU"	"EN"	"5607.89485008981"
"Korthalsia junghuhnii"	NA	4	2	1	1	NA	"2"	"1.22261353943537"	"0"	"8"	"CR"	"CR"	NA
"Korthalsia laciniosa"	2034481	68	20	16	16	2034481	"20"	"3510476.04903317"	"2021921.00180849"	"68"	"LC"	"EN"	"2021921.00180849"
"Korthalsia minor"	35755	28	7	6	6	35755	"7"	"56093.7026801733"	"35929.6608080518"	"28"	"LC"	"EN"	"35929.6608080518"
"Korthalsia rigida"	1854932	60	20	14	14	1854932	"20"	"2467138.58353277"	"1844037.99610039"	"68"	"LC"	"EN"	"1844037.99610039"
"Korthalsia robusta"	634702	52	16	9	11	634702	"16"	"1987298.08599666"	"632215.507279912"	"48"	"LC"	"EN"	"632215.507279912"
"Korthalsia rostrata"	1529461	68	24	13	14	1529461	"24"	"2433601.99709804"	"1517783.7449549"	"72"	"LC"	"EN"	"1517783.7449549"
"Korthalsia zippelii"	701758	148	44	29	31	701758	"44"	"1735590.98031518"	"700344.901923885"	"160"	"LC"	"EN"	"700344.901923885"
"Laccospadix australasicus"	186106	152	51	16	23	186106	"51"	"335545.911904459"	"174050.920875333"	"168"	"LC"	"EN"	"174050.920875333"
"Laccosperma acutiflorum"	316256	52	16	8	9	316256	"16"	"636948.264054604"	"315909.456353981"	"60"	"LC"	"EN"	"315909.456353981"
"Laccosperma laeve"	201806	24	6	6	6	201806	"6"	"1679422.67822468"	"199020.385960776"	"24"	"LC"	"EN"	"199020.385960776"
"Laccosperma opacum"	218379	60	15	14	14	218379	"15"	"392930.327343474"	"217839.406918726"	"60"	"LC"	"EN"	"217839.406918726"
"Laccosperma robustum"	387278	92	29	16	17	387278	"29"	"783637.877354611"	"386577.233481006"	"100"	"LC"	"EN"	"386577.233481006"
"Laccosperma secundiflorum"	1600361	244	78	40	48	1600361	"78"	"3395368.95067111"	"1605075.24938517"	"252"	"LC"	"EN"	"1605075.24938517"
"Lanonia acaulis"	NA	4	2	1	1	NA	"2"	"0"	"0"	"8"	"CR"	"CR"	NA
"Lanonia calciphila"	60008	52	16	8	10	60008	"16"	"510324.847971376"	"58105.4689030135"	"56"	"LC"	"EN"	"58105.4689030135"
"Lanonia centralis"	92314	96	30	19	22	92314	"30"	"381053.896555775"	"95445.6522040275"	"100"	"LC"	"EN"	"95445.6522040275"
"Lanonia dasyantha"	152817	52	18	11	12	152817	"18"	"215311.654817264"	"153221.134289914"	"52"	"LC"	"EN"	"153221.134289914"
"Lanonia hainanensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Lanonia hexasepala"	5251	24	12	3	4	5251	"12"	"42646.1585102128"	"5178.48705326659"	"32"	"VU"	"EN"	"5178.48705326659"
"Lanonia magalonii"	630	20	7	3	3	630	"7"	"10492.9620162629"	"637.990135895557"	"20"	"EN"	"EN"	"637.990135895557"
"Latania verschaffeltii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Lemurophoenix halleuxii"	3332	36	13	4	5	3332	"13"	"6615.49880865913"	"3331.98619224006"	"40"	"EN"	"EN"	"3331.98619224006"
"Leopoldinia piassaba"	262881	36	11	8	8	262881	"11"	"1134045.37322891"	"263175.069055966"	"36"	"LC"	"EN"	"263175.069055966"
"Leopoldinia pulchra"	1886241	264	75	54	59	1886241	"75"	"3445491.48731645"	"1876616.48993252"	"276"	"LC"	"EN"	"1876616.48993252"
"Lepidocaryum tenue"	2240066	976	295	131	185	2240066	"295"	"3132411.0735194"	"2233950.83066986"	"980"	"LC"	"VU"	"2233950.83066986"
"Leucothrinax morrisii"	863933	72	20	14	15	863933	"20"	"2219934.77467914"	"823615.84696059"	"76"	"LC"	"EN"	"823615.84696059"
"Licuala acuminata"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala ahlidurii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala angustiloba"	230	12	3	2	3	230	"3"	"1954.15279607066"	"229.542758004542"	"12"	"EN"	"EN"	"229.542758004542"
"Licuala anomala"	NA	8	2	2	2	NA	"2"	"4785.27899216615"	"0"	"8"	"CR"	"CR"	NA
"Licuala atrovirens"	NA	8	2	2	2	NA	"2"	"238632.129846682"	"0"	"8"	"CR"	"CR"	NA
"Licuala atroviridis"	405.5	4	4	1	1	405.5	"4"	"0"	"0"	"8"	"CR"	"CR"	"0"
"Licuala averyanovii"	NA	8	2	2	2	NA	"2"	"2160.27354076185"	"0"	"8"	"CR"	"CR"	NA
"Licuala bachmaensis"	635	20	8	3	3	635	"8"	"3925.13717527961"	"632.968481865463"	"24"	"EN"	"EN"	"632.968481865463"
"Licuala bacularia"	179732	28	8	7	7	179732	"8"	"535212.189680721"	"178524.155711404"	"32"	"LC"	"EN"	"178524.155711404"
"Licuala beccariana"	122402	64	18	14	14	122402	"18"	"884715.265779125"	"119030.095571511"	"64"	"LC"	"EN"	"119030.095571511"
"Licuala bellatula"	78546	12	4	3	3	78546	"4"	"363997.209382162"	"78305.8279866809"	"16"	"LC"	"EN"	"78305.8279866809"
"Licuala bidentata"	94232	68	20	13	13	94232	"20"	"173810.254874685"	"94191.6402893662"	"76"	"LC"	"EN"	"94191.6402893662"
"Licuala bidoupensis"	NA	4	2	1	1	NA	"2"	"0.133766199965502"	"0"	"8"	"CR"	"CR"	NA
"Licuala bifida"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala bintulensis"	33289	40	10	8	9	33289	"10"	"186318.726045358"	"33083.2902269252"	"40"	"LC"	"EN"	"33083.2902269252"
"Licuala borneensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala bracteata"	1915	24	10	5	6	1915	"10"	"3387.08093242504"	"1914.18736799518"	"24"	"EN"	"EN"	"1914.18736799518"
"Licuala brevicalyx"	NA	8	2	2	2	NA	"2"	"281789.02596634"	"0"	"8"	"CR"	"CR"	NA
"Licuala bruneiana"	1059	28	7	4	5	1059	"7"	"1796.87225517518"	"1058.68808654938"	"28"	"EN"	"EN"	"1058.68808654938"
"Licuala burretii"	NA	8	2	2	2	NA	"2"	"55566.160595371"	"0"	"8"	"CR"	"CR"	NA
"Licuala campestris"	29968	28	7	7	7	29968	"7"	"49882.7157589417"	"29954.7151283005"	"28"	"NT"	"EN"	"29954.7151283005"
"Licuala cattienensis"	NA	4	2	1	1	NA	"2"	"0.134123302869405"	"0"	"8"	"CR"	"CR"	NA
"Licuala celebica"	37055	12	3	3	3	37055	"3"	"118833.871443363"	"37036.3191598132"	"12"	"LC"	"EN"	"37036.3191598132"
"Licuala chaiana"	NA	8	2	2	2	NA	"2"	"191.078986191292"	"0"	"8"	"CR"	"CR"	NA
"Licuala collina"	5476	28	7	3	5	5476	"7"	"15292.7055542676"	"5475.70217738528"	"28"	"VU"	"EN"	"5475.70217738528"
"Licuala concinna"	308340	40	10	9	9	308340	"10"	"603630.79305324"	"307091.427387011"	"40"	"LC"	"EN"	"307091.427387011"
"Licuala crassiflora"	1086	12	3	2	2	1086	"3"	"244656.399451253"	"1081.73419716949"	"12"	"EN"	"EN"	"1081.73419716949"
"Licuala dakrongensis"	2685	16	4	4	4	2685	"4"	"9431.02778286313"	"2693.31348586721"	"16"	"EN"	"EN"	"2693.31348586721"
"Licuala densiflora"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala distans"	NA	8	2	2	2	NA	"2"	"7015.30267347652"	"0"	"8"	"CR"	"CR"	NA
"Licuala ellipsoidalis"	NA	4	2	1	1	NA	"2"	"0"	"0"	"8"	"CR"	"CR"	NA
"Licuala elliptica"	NA	8	2	2	2	NA	"2"	"1258.06033887093"	"0"	"8"	"CR"	"CR"	NA
"Licuala ferruginea"	5432	12	3	3	3	5432	"3"	"21686.3485976624"	"5429.67614123505"	"12"	"VU"	"EN"	"5429.67614123505"
"Licuala flavida"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala flexuosa"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala fordiana"	3329	20	5	5	5	3329	"5"	"8007.27338614058"	"3339.39761384394"	"20"	"EN"	"EN"	"3339.39761384394"
"Licuala glaberrima"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala glabra"	271545	104	26	24	24	271545	"26"	"728927.27529639"	"269454.91984801"	"104"	"LC"	"EN"	"269454.91984801"
"Licuala grandiflora"	10	8	3	2	2	10	"3"	"605.084335522384"	"10.432488543488"	"8"	"CR"	"CR"	"10.432488543488"
"Licuala grandis"	5624	12	5	3	3	5624	"5"	"28419.3877511711"	"5701.01672173016"	"16"	"VU"	"EN"	"5701.01672173016"
"Licuala hallieriana"	NA	8	2	2	2	NA	"2"	"21463.9509795132"	"0"	"8"	"CR"	"CR"	NA
"Licuala insignis"	111930	16	5	4	4	111930	"5"	"274835.645422157"	"112074.0521431"	"20"	"LC"	"EN"	"112074.0521431"
"Licuala intermedia"	NA	8	2	2	2	NA	"2"	"11584.6248954967"	"0"	"8"	"CR"	"CR"	NA
"Licuala klossii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala kuchingensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala kunstleri"	NA	4	2	1	1	NA	"2"	"0"	"0"	"8"	"CR"	"CR"	NA
"Licuala lanata"	12	12	3	1	1	2	"3"	"10.230427386211"	"1.70507464117575"	"12"	"CR"	"EN"	"1.70507464117575"
"Licuala lauterbachii"	1329585	160	46	33	34	1329585	"46"	"2530149.65498338"	"1321763.4248213"	"164"	"LC"	"EN"	"1321763.4248213"
"Licuala linearis"	NA	8	2	2	2	NA	"2"	"3004.40133188809"	"0"	"8"	"CR"	"CR"	NA
"Licuala longiflora"	396.7	4	3	1	1	396.7	"3"	"0"	"0"	"8"	"CR"	"CR"	"0"
"Licuala longipes"	NA	8	2	2	2	NA	"2"	"9190.25108575569"	"0"	"8"	"CR"	"CR"	NA
"Licuala longispadix"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala macrantha"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala magna"	NA	8	2	2	2	NA	"2"	"19237.1968212672"	"0"	"8"	"CR"	"CR"	NA
"Licuala malajana"	860	12	3	3	3	860	"3"	"3337.16112436687"	"860.778216728228"	"12"	"EN"	"EN"	"860.778216728228"
"Licuala manglaensis"	8	8	3	1	1	1	"3"	"7.18572434861983"	"0.513266024901032"	"8"	"CR"	"CR"	"0.513266024901032"
"Licuala mattanensis"	2748	48	12	8	11	2748	"12"	"8531.84808433413"	"2748.28135252568"	"48"	"EN"	"EN"	"2748.28135252568"
"Licuala meijeri"	6264	12	3	3	3	6264	"3"	"12810.1258360182"	"6268.91582267894"	"12"	"VU"	"EN"	"6268.91582267894"
"Licuala merguensis"	2506	24	6	6	6	2506	"6"	"5159.51747057409"	"2504.74423605344"	"24"	"EN"	"EN"	"2504.74423605344"
"Licuala micrantha"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala miriensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala modesta"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala montana"	326206	44	11	11	11	326206	"11"	"840492.7181228"	"325704.144361975"	"44"	"LC"	"EN"	"325704.144361975"
"Licuala moszkowskiana"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala naumoniensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala olivifera"	784495	184	48	38	42	784495	"48"	"1875151.83504844"	"780398.857849208"	"188"	"LC"	"EN"	"780398.857849208"
"Licuala orbicularis"	298	16	5	3	3	298	"5"	"5110.14549588088"	"298.570618342422"	"16"	"EN"	"EN"	"298.570618342422"
"Licuala paludosa"	1669861	80	20	17	17	1669861	"20"	"1981935.77282239"	"1662148.36165348"	"80"	"LC"	"EN"	"1662148.36165348"
"Licuala parviflora"	113287	44	11	9	9	113287	"11"	"201001.047418614"	"113202.85907853"	"44"	"LC"	"EN"	"113202.85907853"
"Licuala paucisecta"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala peltata"	294277	52	13	11	11	294277	"13"	"1409342.29212989"	"304310.978358978"	"52"	"LC"	"EN"	"304310.978358978"
"Licuala penduliflora"	589942	28	7	7	7	589942	"7"	"1760871.31751972"	"587887.92258576"	"28"	"LC"	"EN"	"587887.92258576"
"Licuala petiolulata"	128708	76	19	15	16	128708	"19"	"340695.462673767"	"128623.652274608"	"76"	"LC"	"EN"	"128623.652274608"
"Licuala platydactyla"	NA	8	2	2	2	NA	"2"	"9005.76595762908"	"0"	"8"	"CR"	"CR"	NA
"Licuala poonsakii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala pseudovalida"	144036	16	4	4	4	144036	"4"	"394418.863827081"	"143676.25466069"	"16"	"LC"	"EN"	"143676.25466069"
"Licuala pumila"	88630	28	7	7	7	88630	"7"	"199062.674762845"	"88481.6697829438"	"28"	"LC"	"EN"	"88481.6697829438"
"Licuala punctulata"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala ramsayi"	178368	204	58	26	37	178368	"58"	"480738.048756065"	"177977.710101953"	"200"	"LC"	"EN"	"177977.710101953"
"Licuala robinsoniana"	12563	16	5	4	4	12563	"5"	"46932.409447811"	"12514.7050050354"	"20"	"VU"	"EN"	"12514.7050050354"
"Licuala rubiginosa"	1790	28	9	4	4	1790	"9"	"30315.598157949"	"1782.9733672291"	"32"	"EN"	"EN"	"1782.9733672291"
"Licuala rumphii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala sabahana"	5487	20	5	4	4	5487	"5"	"8437.09722445439"	"5486.23223286957"	"20"	"VU"	"EN"	"5486.23223286957"
"Licuala sarawakensis"	787	12	3	3	3	787	"3"	"32655.1865409519"	"789.652549577154"	"12"	"EN"	"EN"	"789.652549577154"
"Licuala scortechinii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Licuala simplex"	22864	20	5	5	5	22864	"5"	"135717.213789232"	"22686.3695739407"	"20"	"NT"	"EN"	"22686.3695739407"
"Licuala spinosa"	4514139	172	44	41	42	4514139	"44"	"7078388.25923924"	"4466953.17271891"	"176"	"LC"	"EN"	"4466953.17271891"
"Licuala tanycola"	12224	24	7	5	5	12224	"7"	"94566.5473469053"	"12108.8269107282"	"24"	"VU"	"EN"	"12108.8269107282"
