Tree_name	Acc_name	NO_EXT	DO_CON	Americas	AfricaWAsia	EAsiaPacific	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	FruitColorDescription	MainFruitColors	Conspicuousness	AnimalFood	EnvironmentalUses	Fuels	GeneSources	HumanFood	InvertebrateFood	Materials	Medicines	Poisons	SocialUses
Areca vidaliana	Areca vidaliana	non-LC	LC	0	0	1	0	0	1	1	0	0	3	5	understorey	7	1.5	1.2	0.33	1.4	NA	NA	0.5	NA	NA	small	NA	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Areca whitfordii	Areca whitfordii	non-LC	non-LC	0	0	1	0	0	1	1	0	0	10	20	canopy	NA	NA	NA	NA	4.5	4	5	2	NA	NA	large	globose	brownish	brown	cryptic	0	0	0	0	0	0	0	0	0	1
Arenga australasica	Arenga australasica	LC	LC	0	0	1	0	0	1	0	0	0	20	30	canopy	18	4	3.5	0.55	1.7	0.8	2.6	1.8	0.8	2.8	small	globose	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga brevipes	Arenga brevipes	LC	LC	0	0	1	0	0	1	0	0	0	15	35	canopy	10	5	5	NA	2.65	1.3	4	2.05	1.1	3	small	ovoid	light green to dark purplish black	green; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga caudata	Arenga caudata	LC	LC	0	0	1	0	0	1	0	0	0	1.5	2	understorey	10	1	0.6	0.45	1.5	NA	NA	0.8	NA	NA	small	globose	red; orange red	red; orange	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga distincta	Arenga distincta	LC	LC	0	0	1	0	0	1	0	0	0	5	1.5	understorey	9	NA	NA	NA	1	NA	NA	0.92	NA	NA	small	globose	green to brown	green; brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga engleri	Arenga engleri	LC	NA	0	0	1	0	0	1	0	0	0	4	15	understorey	8	4.5	3	1.55	1.5	NA	NA	1.5	NA	NA	small	NA	orange to reddish	orange	conspicuous	0	1	0	0	1	0	0	0	0	0
Arenga hastata	Arenga hastata	LC	LC	0	0	1	0	0	1	0	0	0	2	1.2	understorey	6	1	NA	NA	0.7	NA	NA	0.7	NA	NA	small	globose	purple-brown	purple; brown	cryptic	0	0	0	0	0	0	0	1	0	0
Arenga hookeriana	Arenga hookeriana	LC	LC	0	0	1	0	0	1	0	0	0	0.5	2	understorey	10	1.3	0.8	0.55	1.2	NA	NA	1.2	NA	NA	small	globose	orange-red	orange; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga listeri	Arenga listeri	non-LC	non-LC	0	0	1	0	0	1	1	0	0	20	30	canopy	14	7	5.5	1.55	1.5	1.3	1.7	1	NA	NA	small	globose	ripening white to pink to red	white; pink; red	conspicuous	0	0	0	0	1	0	0	0	0	0
Arenga longicarpa	Arenga longicarpa	non-LC	NA	0	0	1	0	0	1	0	0	0	3	7	understorey	NA	2.5	NA	NA	1.8	NA	NA	1	NA	NA	small	globose	purple	purple	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga longipes	Arenga longipes	non-LC	NA	0	0	1	0	1	0	0	0	0	0.25	5	understorey	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	elongate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga micrantha	Arenga micrantha	non-LC	NA	0	0	1	0	0	1	1	0	0	2	15	understorey	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	ripening yellow to red; red; bright red	yellow; red	conspicuous	0	0	0	0	1	0	0	0	0	0
Arenga microcarpa	Arenga microcarpa	LC	LC	0	0	1	0	0	1	0	0	0	8	15	canopy	18	4	2.7	1.35	1.44	NA	NA	1.65	1.5	1.8	small	ovoid	ripening white to red; red; bright red	white; red	conspicuous	0	1	0	0	1	1	1	1	1	0
Arenga mindorensis	Arenga mindorensis	LC	NA	0	0	1	0	1	0	0	0	0	0.3	3	understorey	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga obtusifolia	Arenga obtusifolia	LC	LC	0	0	1	0	0	1	0	0	0	20	30	canopy	15	11	10	NA	6	NA	NA	4	NA	NA	large	NA	yellowish green; blackish; yellowish	green	cryptic	0	0	0	0	1	0	1	1	0	0
Arenga pinnata	Arenga pinnata	LC	LC	0	0	1	0	0	1	1	0	0	20	60	canopy	30	12	9	2.75	7	NA	NA	6	NA	NA	large	globose	greenish; yellowish or orangish	green; yellow; orange	conspicuous	1	1	1	0	1	1	1	1	1	1
Arenga plicata	Arenga plicata	non-LC	NA	0	0	1	0	0	1	0	0	0	1.5	3	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga porphyrocarpa	Arenga porphyrocarpa	non-LC	NA	0	0	1	0	0	1	0	0	0	2.4	NA	understorey	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA	small	elongate	reddish-purple to orange; shiny	purple; orange	conspicuous	0	1	0	0	0	0	0	1	0	0
Arenga retroflorescens	Arenga retroflorescens	non-LC	NA	0	0	1	0	1	0	0	0	0	0.8	3	understorey	6	NA	NA	NA	2.45	2.1	2.8	1.935	1.73	2.14	small	NA	red to brown	red; brown	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga ryukyuensis	Arenga ryukyuensis	non-LC	NA	0	0	1	0	0	1	0	0	0	2	20	understorey	NA	3	2	NA	1.8	NA	NA	1.8	NA	NA	small	NA	orange to reddish	orange	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga talamauensis	Arenga talamauensis	non-LC	NA	0	0	1	0	0	1	0	0	0	2	NA	understorey	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga tremula	Arenga tremula	LC	LC	0	0	1	0	0	1	0	0	0	4	12	understorey	6	10	8	2.1	1.3	NA	NA	1.1	NA	NA	small	globose	deep red	red	conspicuous	0	1	0	0	0	0	1	1	1	0
Arenga undulatifolia	Arenga undulatifolia	LC	LC	0	0	1	0	0	1	0	0	0	10	30	canopy	10	7	5	2.1	5	NA	NA	4.5	NA	NA	large	NA	ovoid grayish green color; young fruits green suffused with magenta; dark green	green	cryptic	0	0	0	0	1	0	1	0	1	0
Arenga westerhoutii	Arenga westerhoutii	LC	LC	0	0	1	0	0	1	1	0	0	20	60	canopy	15	8	7	NA	7	NA	NA	6	5	7	large	ovoid	greenish black; blackish	black	cryptic	0	0	0	0	1	0	1	1	1	0
Arenga wightii	Arenga wightii	LC	LC	0	0	1	0	0	1	0	0	0	7	30	canopy	6	10	NA	NA	2.5	NA	NA	3	NA	NA	small	NA	greenish black	black	cryptic	0	0	0	0	0	0	0	1	0	0
Asterogyne guianensis	Asterogyne guianensis	non-LC	NA	1	0	0	0	0	1	1	0	0	3	5	understorey	18	1.2	0.9	0.65	2.5	NA	NA	1.5	NA	NA	small	globose	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Asterogyne martiana	Asterogyne martiana	LC	LC	1	0	0	0	0	1	1	0	0	2	5	understorey	18	1	0.6	0.45	1	0.7	1.1	1	NA	NA	small	globose	reddish becomming black at maturity	black	cryptic	0	0	0	0	1	0	1	1	0	0
Asterogyne ramosa	Asterogyne ramosa	LC	NA	1	0	0	0	0	1	1	0	0	3	8	understorey	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Asterogyne spicata	Asterogyne spicata	non-LC	NA	1	0	0	0	0	1	1	0	0	8	5	canopy	25	1.35	1	0.4	NA	NA	NA	NA	NA	NA	NA	globose	dark red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Asterogyne yaracuyense	Asterogyne yaracuyense	non-LC	NA	1	0	0	0	0	1	0	0	0	8	8	canopy	31	1.2	1.2	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum acaule	Astrocaryum acaule	LC	LC	1	0	0	0	1	0	2	1	1	1	30	understorey	9	7	4	2.75	4	3.5	4.5	2.6	2.4	2.8	large	NA	yellow	yellow	conspicuous	0	0	0	0	0	0	1	1	0	0
Astrocaryum aculeatissimum	Astrocaryum aculeatissimum	LC	LC	1	0	0	0	0	1	0	1	1	8	15	canopy	20	NA	NA	NA	5.5	5	6	3.5	3	4	large	NA	light to dark brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum aculeatum	Astrocaryum aculeatum	non-LC	NA	1	0	0	0	0	1	1	1	1	20	25	canopy	15	8.4	6.4	2.1	5.5	4.5	6.5	4	3.5	4.5	large	globose	orange; greenish to yellowish	orange	conspicuous	1	1	1	0	1	0	1	1	0	1
Astrocaryum alatum	Astrocaryum alatum	LC	LC	1	0	0	0	0	1	1	1	1	7	18	canopy	30	3	1.78	1.27	2.6	NA	NA	1.8	NA	NA	small	ovoid	fruits spiny; green-brownish	green	cryptic	0	0	0	0	0	0	0	1	0	0
Astrocaryum campestre	Astrocaryum campestre	non-LC	LC	1	0	0	0	1	0	2	1	1	0	NA	understorey	6	1.5	1.4	0.12	3.25	3	3.5	2.25	2	2.5	small	ovoid	yellowish-green	green	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum carnosum	Astrocaryum carnosum	non-LC	non-LC	1	0	0	0	0	1	0	1	1	4	18	understorey	8	3.5	NA	1.45	1.4	NA	NA	1	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum chambira	Astrocaryum chambira	LC	LC	1	0	0	0	0	1	1	1	1	30	40	canopy	16	9	5.5	3.25	7	6	8	4.75	4.5	5	large	NA	yellow to orange at maturity	yellow; orange	conspicuous	1	1	1	0	1	0	1	1	0	1
Astrocaryum chonta	Astrocaryum chonta	LC	LC	1	0	0	0	0	1	1	0	1	7	25	canopy	12	6.26	4.5	NA	5.4	NA	NA	1.5	NA	NA	large	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0
Astrocaryum ciliatum	Astrocaryum ciliatum	LC	LC	1	0	0	0	2	2	1	NA	1	0	NA	understorey	12	4.8	4.8	NA	4.9	4.6	5.2	2.8	2.6	3	large	NA	NA	NA	NA	0	0	0	0	1	0	1	1	0	1
Astrocaryum confertum	Astrocaryum confertum	LC	NA	1	0	0	0	0	1	1	1	1	17	25	canopy	12	4	4	NA	3	NA	NA	3	NA	NA	small	ovoid	spiny; brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum echinatum	Astrocaryum echinatum	non-LC	non-LC	1	0	0	0	0	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	4.2	NA	NA	3.2	NA	NA	large	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum faranae	Astrocaryum faranae	non-LC	non-LC	1	0	0	0	0	1	0	NA	1	10	20	canopy	12	4	4	NA	6.1	4.2	8	1.8	1.2	2.4	large	ovoid	spiny; orange	orange	conspicuous	0	0	0	0	0	0	0	0	0	0
Astrocaryum farinosum	Astrocaryum farinosum	LC	LC	1	0	0	0	2	2	1	NA	1	4	18	understorey	12	5.2	5.2	NA	6.2	4.8	7.6	3.7	2.6	4.7	large	ovoid	hairy brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum ferrugineum	Astrocaryum ferrugineum	LC	NA	1	0	0	0	0	1	1	NA	1	8	25	canopy	16	5.1	5.1	NA	5.3	4.6	6	5.25	2.7	3.8	large	elongate	NA	NA	NA	0	0	0	0	1	0	1	0	0	1
Astrocaryum giganteum	Astrocaryum giganteum	LC	NA	1	0	0	0	1	0	1	1	1	4	22	understorey	14	5.8	5.8	NA	4	NA	NA	2.5	NA	NA	large	globose	yellow to brown-orange	yellow; brown	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum gratum	Astrocaryum gratum	LC	LC	1	0	0	0	0	1	2	1	1	5	17	understorey	NA	7.3	5.1	2.3	5.35	NA	NA	3.5	NA	NA	large	ovoid	orange-yellow	orange; yellow	conspicuous	1	0	1	0	1	0	1	1	0	1
Astrocaryum huaimi	Astrocaryum huaimi	LC	LC	1	0	0	0	0	1	0	1	1	7	15	canopy	12	5.5	3.5	2.1	3.55	3.2	3.9	2.75	2.5	3	small	globose	yellowish to orange	orange	conspicuous	0	0	0	0	0	0	0	0	0	0
Astrocaryum huicungo	Astrocaryum huicungo	NA	NA	1	0	0	0	0	1	0	1	1	2	15	understorey	NA	3	3	NA	5	NA	NA	3.5	NA	NA	large	elongate	yellow orange	yellow; orange	conspicuous	0	1	0	0	1	0	1	1	0	1
Astrocaryum jauari	Astrocaryum jauari	LC	LC	1	0	0	0	0	1	2	1	1	20	30	canopy	15	6	3.6	2.5	3.5	2.5	5	2.4	1.7	3	small	ovoid	yellow or orange at maturity	yellow; orange	conspicuous	0	0	0	0	1	0	1	1	0	1
Astrocaryum javarense	Astrocaryum javarense	non-LC	NA	1	0	0	0	0	1	0	1	1	4	18	understorey	16	5.7	4.4	1.35	5.1	3.5	6.7	1.6	2.2	3	large	globose	hairy brown	brown	cryptic	0	0	0	0	0	0	0	0	0	0
Astrocaryum macrocalyx	Astrocaryum macrocalyx	LC	LC	1	0	0	0	0	1	NA	NA	1	9	1	canopy	NA	NA	NA	NA	8	NA	NA	6.5	NA	NA	large	ovoid	NA	NA	NA	0	0	0	0	1	0	1	1	0	0
Astrocaryum malybo	Astrocaryum malybo	LC	LC	1	0	0	0	1	0	1	NA	1	0	NA	understorey	20	6.95	5	2.05	NA	NA	NA	NA	NA	NA	NA	elongate	NA	NA	NA	0	0	0	0	0	0	1	0	0	0
Astrocaryum mexicanum	Astrocaryum mexicanum	LC	LC	1	0	0	0	0	1	1	1	1	6	8	canopy	11	3.6	3	0.65	3.5	NA	NA	1.8	NA	NA	small	globose	green-brownish hairs	NA	NA	0	1	0	0	1	0	1	1	0	0
Astrocaryum minus	Astrocaryum minus	non-LC	NA	1	0	0	0	0	1	2	1	1	3	15	understorey	10	3.9	3.9	NA	1.2	NA	NA	1	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum murumuru	Astrocaryum murumuru	LC	LC	1	0	0	0	0	1	2	1	1	15	30	canopy	16	8	6	2.1	7.25	6	8.5	4.1	3.8	4.4	large	ovoid	yellow to tan; breaking open to show orange mesocarp	yellow; brown	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum paramaca	Astrocaryum paramaca	LC	LC	1	0	0	0	0	1	1	NA	1	8	11	canopy	15	6.3	5	1.35	3.75	3.5	4	2.25	2	2.5	small	ovoid	brown-orange	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum perangustatum	Astrocaryum perangustatum	non-LC	NA	1	0	0	0	0	1	1	1	1	4	23	understorey	14	4.5	NA	2.3	8	NA	NA	2.3	NA	NA	large	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum rodriguesii	Astrocaryum rodriguesii	non-LC	LC	1	0	0	0	0	1	1	1	1	20	25	canopy	17	3.5	3.5	NA	4	NA	NA	2.2	2	2.4	large	globose	brownish to orange; dehiscent	orange	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum sciophilum	Astrocaryum sciophilum	LC	LC	1	0	0	0	0	1	1	1	1	12	20	canopy	14	7.7	5.2	2.6	6.75	6.5	7	3.25	2.5	4	large	ovoid	brown	brown	cryptic	0	1	0	0	1	0	1	1	0	1
Astrocaryum scopatum	Astrocaryum scopatum	non-LC	NA	1	0	0	0	0	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	elongate	NA	NA	NA	0	0	0	0	0	0	0	0	0	0
Astrocaryum sociale	Astrocaryum sociale	non-LC	NA	1	0	0	0	2	2	1	0	1	0	0	understorey	8	3.6	2.1	1.55	5	4	6	3	2.5	3.5	large	NA	orange	orange	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum standleyanum	Astrocaryum standleyanum	LC	LC	1	0	0	0	0	1	1	1	1	15	30	canopy	18	5.61	4	1.71	5.5	4	6	3.1	2.7	3.5	large	NA	orange at maturity	orange	conspicuous	0	1	1	0	1	0	1	1	0	1
Astrocaryum triandrum	Astrocaryum triandrum	LC	LC	1	0	0	0	0	1	1	1	1	5	12	understorey	8	3.09	3	NA	5	4	6	2.75	2.5	3	large	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum tucuma	Astrocaryum tucuma	non-LC	LC	1	0	0	0	0	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	orange	orange	conspicuous	0	0	0	0	1	0	1	0	0	0
Astrocaryum ulei	Astrocaryum ulei	non-LC	non-LC	1	0	0	0	0	1	2	NA	1	8	20	canopy	14	5.1	5.1	NA	4.65	3.1	6.2	3	2.5	3.5	large	globose	orange brown	brown	cryptic	0	0	0	0	0	0	0	0	0	0
Astrocaryum urostachys	Astrocaryum urostachys	LC	LC	1	0	0	0	0	1	2	1	1	10	20	canopy	15	8	6	2.57	7.5	6	9	2.5	NA	NA	large	globose	immature fruits oviate; yellow with black spines	NA	NA	1	0	1	0	1	0	1	1	0	1
Astrocaryum vulgare	Astrocaryum vulgare	LC	LC	1	0	0	0	0	1	0	1	1	15	20	canopy	16	7.5	5	2.6	4.25	3.5	5	3.2	2.5	3.7	large	ovoid	yellow; orange	yellow; orange	conspicuous	0	1	0	0	1	0	1	1	0	0
Attalea allenii	Attalea allenii	LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	15	8.33	5.1	2.98	7	6	8	4.25	3.5	5	large	NA	light brown	brown	cryptic	0	0	0	0	1	0	1	1	0	1
Attalea amygdalina	Attalea amygdalina	non-LC	NA	1	0	0	0	1	0	1	0	0	0.5	25	understorey	15	9.32	9	NA	7.5	6	9	5	NA	NA	large	globose	brown	brown	cryptic	0	1	0	0	1	0	0	0	0	1
Attalea amylacea	Attalea amylacea	NA	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea anisitsiana	Attalea anisitsiana	non-LC	non-LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea apoda	Attalea apoda	non-LC	non-LC	1	0	0	0	0	1	1	0	0	13	NA	canopy	NA	NA	NA	NA	6	5	7	3.3	3	3.5	large	globose	brownish	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea attaleoides	Attalea attaleoides	LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	11	8	6	2.1	5	4.5	5.5	2.25	2	2.5	large	ovoid	brownish	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea barreirensis	Attalea barreirensis	non-LC	non-LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	9	2.13	1.8	0.38	5.25	5	5.5	3.75	3	4.5	large	NA	yellow to orange-red or crimson	yellow; orange; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea bassleriana	Attalea bassleriana	non-LC	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	9.05	NA	NA	5.56	NA	NA	large	ovoid	NA	NA	NA	1	1	0	0	1	0	1	1	0	1
Attalea blepharopus	Attalea butyracea	LC	LC	1	0	0	0	0	1	1	0	0	25	75	canopy	35	13.34	10	2.75	8.25	4.5	12	3.75	3	4.5	large	ovoid	dull orange; yellow or brown	orange; yellow; brown	conspicuous	1	1	1	0	1	0	1	1	0	1
Attalea brasiliensis	Attalea brasiliensis	non-LC	non-LC	1	0	0	0	0	1	1	0	0	6	NA	canopy	NA	NA	NA	NA	6	NA	NA	5	4.8	5.2	large	globose	orange-brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea brejinhoensis	Attalea brejinhoensis	non-LC	NA	1	0	0	0	0	1	1	0	0	30	50	canopy	NA	9.32	8.3	NA	9	8	10	6	5	7	large	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea burretiana	Attalea burretiana	LC	LC	1	0	0	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	7.27	7	8.5	4.55	5	6	large	NA	brown to dark brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea butyracea	Attalea butyracea	LC	LC	1	0	0	0	0	1	1	0	0	25	75	canopy	35	13.34	10	2.75	8.25	4.5	12	3.75	3	4.5	large	ovoid	dull orange; yellow or brown	orange; yellow; brown	conspicuous	1	1	1	0	1	0	1	1	0	1
Attalea camopiensis	Attalea camopiensis	NA	NA	1	0	0	0	1	0	1	0	0	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea cephalotus	Attalea cephalotus	non-LC	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea cohune	Attalea cohune	LC	LC	1	0	0	0	0	1	1	0	0	25	60	canopy	30	14.35	9	4.1	6	4	8	3.9	3.3	4.5	large	NA	brown or yellow-brown	brown	cryptic	1	1	1	0	1	0	1	1	0	0
Attalea colenda	Attalea colenda	LC	LC	1	0	0	0	0	1	1	0	0	35	60	canopy	25	12.5	10	2.6	5	4	6	3.5	NA	NA	large	globose	orange-brown	brown	cryptic	1	1	0	0	1	0	1	1	0	1
Attalea compta	Attalea compta	non-LC	LC	1	0	0	0	0	1	1	0	0	15	NA	canopy	NA	6.5	6.5	NA	8.75	8	9.5	5.25	5	5.5	large	globose	brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea crassispatha	Attalea crassispatha	non-LC	non-LC	1	0	0	0	0	1	1	0	0	20	35	canopy	19	5.4	4	1.45	3.75	3.5	4	2	NA	NA	small	globose	reddish	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea cuatrecasasiana	Attalea cuatrecasasiana	LC	NA	1	0	0	0	1	0	1	0	0	0	NA	understorey	10	9.36	7	2.46	12.5	11	14	8.5	7.5	9.5	large	NA	cafe	brown	cryptic	0	0	0	0	1	0	1	0	0	1
Attalea dahlgreniana	Attalea dahlgreniana	LC	LC	1	0	0	0	0	1	1	0	0	15	55	canopy	20	9.3	8.2	1.15	7.5	6	9	3.25	2.5	4	large	ovoid	brownish	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea degranvillei	Attalea degranvillei	non-LC	NA	1	0	0	0	1	0	1	0	0	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea dubia	Attalea dubia	non-LC	NA	1	0	0	0	0	1	1	0	0	25	35	canopy	35	7	7	NA	6.25	6	6.5	3	3	4	large	elongate	reddish brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea eichleri	Attalea eichleri	LC	LC	1	0	0	0	1	0	1	0	0	1.5	NA	understorey	8	2.73	2	0.78	7.5	7	8	4.75	4	5.5	large	globose	dark brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea exigua	Attalea exigua	non-LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	8	1.45	1.4	0.12	5	4	6	4.25	3	5.5	large	ovoid	reddish orange to dark purple	orange; purple	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea fairchildensis	Attalea fairchildensis	NA	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	5.06	3.86	1.25	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	0	0	0	0	0	0	1	0	0	0
Attalea funifera	Attalea funifera	LC	LC	1	0	0	0	0	1	1	0	0	15	30	canopy	15	12	NA	NA	12.5	10	15	6	3	9	large	globose	brownish	brown	cryptic	0	0	0	0	1	0	1	1	0	0
Attalea geraensis	Attalea geraensis	LC	LC	1	0	0	0	1	0	1	0	0	0	0	understorey	8	2.6	2.2	0.45	6	5	7	3.75	3	4.5	large	elongate	reddish brown	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea guacuyule	Attalea guacuyule	non-LC	non-LC	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea guianensis	Attalea guianensis	non-LC	NA	1	0	0	0	1	0	1	0	0	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea hoehnei	Attalea hoehnei	NA	NA	1	0	0	0	1	0	1	0	0	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea huebneri	Attalea huebneri	NA	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	0	0	0	0	0	0	0	0	0	0
Attalea humilis	Attalea humilis	LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	15	8.5	5.5	2.75	6.5	4	9	5.25	2.5	8	large	ovoid	brownish	brown	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea iguadummat	Attalea iguadummat	non-LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	17	10.22	NA	NA	8.5	7	10	5.4	4.5	6.3	large	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea insignis	Attalea insignis	LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	15	7	6	NA	7.5	7	8	3.75	3.5	4	large	ovoid	orange	orange	conspicuous	1	0	0	0	1	0	1	1	0	1
Attalea kewensis	Attalea kewensis	NA	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
