"Species"	"Status_BS"	"Status_WS"	"Status_BSWS"
"Licuala moszkowskiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala moyseyi"	"NA"	"NA"	"NA___NA"
"Licuala mukahensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala mustapana"	"NA"	"NA"	"NA___NA"
"Licuala nana"	"NA"	"NA"	"NA___NA"
"Licuala naumannii"	"NA"	"NA"	"NA___NA"
"Licuala naumoniensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala olivifera"	"LC"	"LC"	"LC___LC"
"Licuala oliviformis"	"NA"	"NA"	"NA___NA"
"Licuala oninensis"	"NA"	"NA"	"NA___NA"
"Licuala orbicularis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala oryzoides"	"NA"	"NA"	"NA___NA"
"Licuala pachycalyx"	"NA"	"NA"	"NA___NA"
"Licuala pahangensis"	"NA"	"NA"	"NA___NA"
"Licuala palas"	"NA"	"NA"	"NA___NA"
"Licuala paludosa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala parviflora"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala patens"	"NA"	"NA"	"NA___NA"
"Licuala paucisecta"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala peekelii"	"NA"	"NA"	"NA___NA"
"Licuala peltata"	"LC"	"LC"	"LC___LC"
"Licuala penduliflora"	"LC"	"nonLC"	"LC___nonLC"
"Licuala petiolulata"	"LC"	"LC"	"LC___LC"
"Licuala pilosa"	"NA"	"NA"	"NA___NA"
"Licuala pitta"	"NA"	"NA"	"NA___NA"
"Licuala platydactyla"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala polyschista"	"NA"	"NA"	"NA___NA"
"Licuala poonsakii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala pseudovalida"	"LC"	"nonLC"	"LC___nonLC"
"Licuala pulchella"	"NA"	"NA"	"NA___NA"
"Licuala pumila"	"LC"	"nonLC"	"LC___nonLC"
"Licuala punctulata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala pusilla"	"NA"	"NA"	"NA___NA"
"Licuala radula"	"NA"	"NA"	"NA___NA"
"Licuala ramsayi"	"LC"	"nonLC"	"LC___nonLC"
"Licuala reptans"	"NA"	"NA"	"NA___NA"
"Licuala rheophytica"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala ridleyana"	"NA"	"NA"	"NA___NA"
"Licuala robinsoniana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala robusta"	"NA"	"NA"	"NA___NA"
"Licuala rubiginosa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala rumphii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala ruthiae"	"NA"	"NA"	"NA___NA"
"Licuala sabahana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala sallehana"	"NA"	"NA"	"NA___NA"
"Licuala sarawakensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala scortechinii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala simplex"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala spathellifera"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala spectabilis"	"NA"	"NA"	"NA___NA"
"Licuala spicata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala spinosa"	"LC"	"LC"	"LC___LC"
"Licuala steinii"	"NA"	"NA"	"NA___NA"
"Licuala stongensis"	"NA"	"NA"	"NA___NA"
"Licuala tanycola"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Licuala taynguyensis"	"NA"	"NA"	"NA___NA"
"Licuala telifera"	"LC"	"LC"	"LC___LC"
"Licuala tenuissima"	"NA"	"NA"	"NA___NA"
"Licuala terengganuensis"	"NA"	"NA"	"NA___NA"
"Licuala thoana"	"NA"	"NA"	"NA___NA"
"Licuala tiomanensis"	"NA"	"NA"	"NA___NA"
"Licuala triphylla"	"LC"	"LC"	"LC___LC"
"Licuala urciflora"	"NA"	"NA"	"NA___NA"
"Licuala whitmorei"	"NA"	"NA"	"NA___NA"
"Licuala yiiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Linospadix albertisianus"	"LC"	"LC"	"LC___LC"
"Linospadix apetiolatus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Linospadix caninus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Linospadix microcaryus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Linospadix minor"	"LC"	"nonLC"	"LC___nonLC"
"Linospadix monostachyos"	"LC"	"LC"	"LC___LC"
"Linospadix palmerianus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Livistona alfredii"	"LC"	"nonLC"	"LC___nonLC"
"Livistona australis"	"LC"	"LC"	"LC___LC"
"Livistona benthamii"	"LC"	"LC"	"LC___LC"
"Livistona boninensis"	"NA"	"NA"	"NA___NA"
"Livistona carinensis"	"LC"	"nonLC"	"LC___nonLC"
"Livistona chinensis"	"LC"	"LC"	"LC___LC"
"Livistona concinna"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Livistona decora"	"LC"	"LC"	"LC___LC"
"Livistona drudei"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Livistona eastonii"	"LC"	"nonLC"	"LC___nonLC"
"Livistona endauensis"	"NA"	"NA"	"NA___NA"
"Livistona exigua"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Livistona fulva"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Livistona halongensis"	"NA"	"NA"	"NA___NA"
"Livistona humilis"	"LC"	"LC"	"LC___LC"
"Livistona inermis"	"LC"	"LC"	"LC___LC"
"Livistona jenkinsiana"	"LC"	"nonLC"	"LC___nonLC"
"Livistona lanuginosa"	"LC"	"nonLC"	"LC___nonLC"
"Livistona lorophylla"	"LC"	"LC"	"LC___LC"
"Livistona mariae"	"LC"	"nonLC"	"LC___nonLC"
"Livistona muelleri"	"LC"	"LC"	"LC___LC"
"Livistona nasmophila"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Livistona nitida"	"LC"	"nonLC"	"LC___nonLC"
"Livistona rigida"	"LC"	"LC"	"LC___LC"
"Livistona saribus"	"LC"	"LC"	"LC___LC"
"Livistona speciosa"	"LC"	"LC"	"LC___LC"
"Livistona tahanensis"	"NA"	"NA"	"NA___NA"
"Livistona victoriae"	"LC"	"nonLC"	"LC___nonLC"
"Lodoicea maldivica"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Loxococcus rupicola"	"NA"	"NA"	"NA___NA"
"Manicaria martiana"	"LC"	"nonLC"	"LC___nonLC"
"Manicaria saccifera"	"LC"	"LC"	"LC___LC"
"Manjekia maturbongsii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Marojejya darianii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Marojejya insignis"	"LC"	"LC"	"LC___LC"
"Masoala kona"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Masoala madagascariensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Mauritia carana"	"LC"	"nonLC"	"LC___nonLC"
"Mauritia flexuosa"	"LC"	"LC"	"LC___LC"
"Mauritiella aculeata"	"LC"	"LC"	"LC___LC"
"Mauritiella armata"	"LC"	"LC"	"LC___LC"
"Mauritiella macroclada"	"LC"	"nonLC"	"LC___nonLC"
"Mauritiella pumila"	"LC"	"nonLC"	"LC___nonLC"
"Maxburretia furtadoana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Maxburretia gracilis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Maxburretia rupicola"	"NA"	"NA"	"NA___NA"
"Medemia argun"	"LC"	"nonLC"	"LC___nonLC"
"Metroxylon amicarum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Metroxylon paulcoxii"	"NA"	"NA"	"NA___NA"
"Metroxylon sagu"	"LC"	"LC"	"LC___LC"
"Metroxylon salomonense"	"LC"	"nonLC"	"LC___nonLC"
"Metroxylon upoluense"	"NA"	"NA"	"NA___NA"
"Metroxylon vitiense"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Metroxylon warburgii"	"LC"	"nonLC"	"LC___nonLC"
"Myrialepis paradoxa"	"LC"	"LC"	"LC___LC"
"Nannorrhops baluchestanica"	"NA"	"NA"	"NA___NA"
"Nannorrhops ritchieana"	"LC"	"nonLC"	"LC___nonLC"
"Nenga banaensis"	"LC"	"nonLC"	"LC___nonLC"
"Nenga gajah"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Nenga grandiflora"	"NA"	"NA"	"NA___NA"
"Nenga macrocarpa"	"LC"	"nonLC"	"LC___nonLC"
"Nenga pumila"	"LC"	"LC"	"LC___LC"
"Neonicholsonia watsonii"	"LC"	"LC"	"LC___LC"
"Neoveitchia brunnea"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Neoveitchia storckii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Nephrosperma vanhoutteanum"	"LC"	"LC"	"LC___LC"
"Normanbya normanbyi"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Nypa fruticans"	"LC"	"LC"	"LC___LC"
"Oenocarpus bacaba"	"LC"	"LC"	"LC___LC"
"Oenocarpus balickii"	"NA"	"NA"	"NA___NA"
"Oenocarpus bataua"	"LC"	"LC"	"LC___LC"
"Oenocarpus circumtextus"	"LC"	"nonLC"	"LC___nonLC"
"Oenocarpus distichus"	"LC"	"LC"	"LC___LC"
"Oenocarpus makeru"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Oenocarpus mapora"	"LC"	"LC"	"LC___LC"
"Oenocarpus minor"	"LC"	"LC"	"LC___LC"
"Oenocarpus simplex"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Oncocalamus macrospathus"	"LC"	"LC"	"LC___LC"
"Oncocalamus mannii"	"LC"	"LC"	"LC___LC"
"Oncocalamus tuleyi"	"LC"	"LC"	"LC___LC"
"Oncocalamus wrightianus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Oncosperma fasciculatum"	"NA"	"NA"	"NA___NA"
"Oncosperma gracilipes"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Oncosperma horridum"	"LC"	"LC"	"LC___LC"
"Oncosperma platyphyllum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Oncosperma tigillarium"	"LC"	"LC"	"LC___LC"
"Orania archboldiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania bakeri"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania dafonsoroensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania decipiens"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania deflexa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania disticha"	"LC"	"nonLC"	"LC___nonLC"
"Orania ferruginea"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania gagavu"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania glauca"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania grandiflora"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania lauterbachiana"	"LC"	"nonLC"	"LC___nonLC"
"Orania littoralis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania longisquama"	"LC"	"LC"	"LC___LC"
"Orania longistaminodia"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania macropetala"	"LC"	"nonLC"	"LC___nonLC"
"Orania micrantha"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania oreophila"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania palindan"	"LC"	"LC"	"LC___LC"
"Orania paraguanensis"	"LC"	"nonLC"	"LC___nonLC"
"Orania parva"	"NA"	"NA"	"NA___NA"
"Orania ravaka"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania regalis"	"LC"	"nonLC"	"LC___nonLC"
"Orania subdisticha"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania sylvicola"	"LC"	"LC"	"LC___LC"
"Orania tabubilensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania timikae"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania trispatha"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Orania zonae"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Oraniopsis appendiculata"	"LC"	"nonLC"	"LC___nonLC"
"Parajubaea cocoides"	"LC"	"nonLC"	"LC___nonLC"
"Parajubaea sunkha"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Parajubaea torallyi"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pelagodoxa henryana"	"NA"	"NA"	"NA___NA"
"Phoenicophorium borsigianum"	"LC"	"LC"	"LC___LC"
"Phoenix acaulis"	"NA"	"NA"	"NA___NA"
"Phoenix atlantica"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Phoenix caespitosa"	"LC"	"LC"	"LC___LC"
"Phoenix canariensis"	"LC"	"LC"	"LC___LC"
"Phoenix dactylifera"	"LC"	"LC"	"LC___LC"
"Phoenix loureiroi"	"LC"	"LC"	"LC___LC"
"Phoenix paludosa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Phoenix pusilla"	"NA"	"NA"	"NA___NA"
"Phoenix reclinata"	"LC"	"LC"	"LC___LC"
"Phoenix roebelenii"	"LC"	"LC"	"LC___LC"
"Phoenix rupicola"	"NA"	"NA"	"NA___NA"
"Phoenix sylvestris"	"NA"	"NA"	"NA___NA"
"Phoenix theophrasti"	"LC"	"nonLC"	"LC___nonLC"
"Pholidocarpus ihur"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pholidocarpus kingianus"	"NA"	"NA"	"NA___NA"
"Pholidocarpus macrocarpus"	"LC"	"nonLC"	"LC___nonLC"
"Pholidocarpus majadum"	"LC"	"LC"	"LC___LC"
"Pholidocarpus mucronatus"	"NA"	"NA"	"NA___NA"
"Pholidocarpus sumatranus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pholidostachys amazonensis"	"NA"	"NA"	"NA___NA"
"Pholidostachys dactyloides"	"LC"	"LC"	"LC___LC"
"Pholidostachys kalbreyeri"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pholidostachys occidentalis"	"LC"	"nonLC"	"LC___nonLC"
"Pholidostachys panamensis"	"LC"	"nonLC"	"LC___nonLC"
"Pholidostachys pulchra"	"NA"	"NA"	"NA___NA"
"Pholidostachys sanluisensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pholidostachys synanthera"	"LC"	"LC"	"LC___LC"
"Physokentia avia"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Physokentia dennisii"	"NA"	"NA"	"NA___NA"
"Physokentia insolita"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Physokentia petiolata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Physokentia tete"	"NA"	"NA"	"NA___NA"
"Physokentia thurstonii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Physokentia whitmorei"	"NA"	"NA"	"NA___NA"
"Phytelephas aequatorialis"	"LC"	"nonLC"	"LC___nonLC"
"Phytelephas macrocarpa"	"LC"	"LC"	"LC___LC"
"Phytelephas tenuicaulis"	"LC"	"LC"	"LC___LC"
"Phytelephas tumacana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pigafetta elata"	"NA"	"NA"	"NA___NA"
"Pigafetta filaris"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga acaulis"	"NA"	"NA"	"NA___NA"
"Pinanga acuminata"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga adangensis"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga albescens"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga andamanensis"	"NA"	"NA"	"NA___NA"
"Pinanga angustisecta"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga annamensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga arinasae"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga aristata"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga arundinacea"	"NA"	"NA"	"NA___NA"
"Pinanga auriculata"	"LC"	"LC"	"LC___LC"
"Pinanga badia"	"NA"	"NA"	"NA___NA"
"Pinanga basilanensis"	"NA"	"NA"	"NA___NA"
"Pinanga batanensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga baviensis"	"LC"	"LC"	"LC___LC"
"Pinanga bicolana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga borneensis"	"NA"	"NA"	"NA___NA"
"Pinanga brevipes"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga brewsteriana"	"NA"	"NA"	"NA___NA"
"Pinanga caesia"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga capitata"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga cattienensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga celebica"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga chaiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga cleistantha"	"NA"	"NA"	"NA___NA"
"Pinanga copelandii"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga coronata"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga crassipes"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga cucullata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga cupularis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga curranii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga declinata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga decora"	"NA"	"NA"	"NA___NA"
"Pinanga densiflora"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga dicksonii"	"NA"	"NA"	"NA___NA"
"Pinanga disticha"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga dumetosa"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga egregia"	"NA"	"NA"	"NA___NA"
"Pinanga forbesii"	"NA"	"NA"	"NA___NA"
"Pinanga fractiflexa"	"NA"	"NA"	"NA___NA"
"Pinanga furfuracea"	"NA"	"NA"	"NA___NA"
"Pinanga geonomiformis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga glauca"	"NA"	"NA"	"NA___NA"
"Pinanga glaucescens"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga glaucifolia"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga globulifera"	"NA"	"NA"	"NA___NA"
"Pinanga gracilis"	"LC"	"LC"	"LC___LC"
"Pinanga gracillima"	"NA"	"NA"	"NA___NA"
"Pinanga grandijuga"	"NA"	"NA"	"NA___NA"
"Pinanga grandis"	"NA"	"NA"	"NA___NA"
"Pinanga griffithii"	"NA"	"NA"	"NA___NA"
"Pinanga heterophylla"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga hexasticha"	"NA"	"NA"	"NA___NA"
"Pinanga hookeriana"	"NA"	"NA"	"NA___NA"
"Pinanga humilis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga hymenospatha"	"NA"	"NA"	"NA___NA"
"Pinanga inaequalis"	"NA"	"NA"	"NA___NA"
"Pinanga insignis"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga isabelensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga jamariensis"	"NA"	"NA"	"NA___NA"
"Pinanga jambusana"	"NA"	"NA"	"NA___NA"
"Pinanga javana"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga johorensis"	"NA"	"NA"	"NA___NA"
"Pinanga keahii"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga kontumensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga lacei"	"NA"	"NA"	"NA___NA"
"Pinanga latisecta"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga lepidota"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga ligulata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga limbangensis"	"NA"	"NA"	"NA___NA"
"Pinanga limosa"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga macrospadix"	"NA"	"NA"	"NA___NA"
"Pinanga maculata"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga malaiana"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga manii"	"NA"	"NA"	"NA___NA"
"Pinanga megalocarpa"	"NA"	"NA"	"NA___NA"
"Pinanga micholitzii"	"NA"	"NA"	"NA___NA"
"Pinanga minor"	"NA"	"NA"	"NA___NA"
"Pinanga minuta"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga mirabilis"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga modesta"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga mooreana"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga negrosensis"	"NA"	"NA"	"NA___NA"
"Pinanga nuichuensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga pachycarpa"	"NA"	"NA"	"NA___NA"
"Pinanga pachyphylla"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga palustris"	"NA"	"NA"	"NA___NA"
"Pinanga pantiensis"	"NA"	"NA"	"NA___NA"
"Pinanga paradoxa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga parvula"	"NA"	"NA"	"NA___NA"
"Pinanga patula"	"LC"	"LC"	"LC___LC"
"Pinanga pectinata"	"NA"	"NA"	"NA___NA"
"Pinanga perakensis"	"NA"	"NA"	"NA___NA"
"Pinanga philippinensis"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga pilosa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga plicata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga polymorpha"	"NA"	"NA"	"NA___NA"
"Pinanga porrecta"	"NA"	"NA"	"NA___NA"
"Pinanga pulchella"	"NA"	"NA"	"NA___NA"
"Pinanga purpurea"	"NA"	"NA"	"NA___NA"
"Pinanga quadrijuga"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga ridleyana"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga rigida"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga riparia"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga rivularis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga rumphiana"	"LC"	"LC"	"LC___LC"
"Pinanga rupestris"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga salicifolia"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga samarana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga sarmentosa"	"NA"	"NA"	"NA___NA"
"Pinanga sclerophylla"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga scortechinii"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga sembilan"	"NA"	"NA"	"NA___NA"
"Pinanga sessilifolia"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga sibuyanensis"	"NA"	"NA"	"NA___NA"
"Pinanga sierramadreana"	"NA"	"NA"	"NA___NA"
"Pinanga simplicifrons"	"LC"	"LC"	"LC___LC"
"Pinanga singaporensis"	"NA"	"NA"	"NA___NA"
"Pinanga sobolifera"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga speciosa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga stricta"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga stylosa"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga subintegra"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga subruminata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga sylvestris"	"LC"	"LC"	"LC___LC"
"Pinanga tashiroi"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga tenacinervis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga tenella"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga tomentella"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga tomentosa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga trichoneura"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga uncinata"	"NA"	"NA"	"NA___NA"
"Pinanga urdanetensis"	"NA"	"NA"	"NA___NA"
"Pinanga urosperma"	"NA"	"NA"	"NA___NA"
"Pinanga variegata"	"LC"	"nonLC"	"LC___nonLC"
"Pinanga veitchii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga versicolor"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga watanaiana"	"NA"	"NA"	"NA___NA"
"Pinanga woodiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pinanga yassinii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Plectocomia assamica"	"NA"	"NA"	"NA___NA"
"Plectocomia billitonensis"	"NA"	"NA"	"NA___NA"
"Plectocomia bractealis"	"NA"	"NA"	"NA___NA"
"Plectocomia dransfieldiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Plectocomia elmeri"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Plectocomia elongata"	"LC"	"LC"	"LC___LC"
"Plectocomia himalayana"	"LC"	"LC"	"LC___LC"
"Plectocomia khasyana"	"NA"	"NA"	"NA___NA"
"Plectocomia longistigma"	"NA"	"NA"	"NA___NA"
"Plectocomia lorzingii"	"NA"	"NA"	"NA___NA"
"Plectocomia macrostachya"	"NA"	"NA"	"NA___NA"
"Plectocomia microstachys"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Plectocomia mulleri"	"LC"	"LC"	"LC___LC"
"Plectocomia pierreana"	"LC"	"LC"	"LC___LC"
"Plectocomia pygmaea"	"NA"	"NA"	"NA___NA"
"Plectocomiopsis corneri"	"NA"	"NA"	"NA___NA"
"Plectocomiopsis geminiflora"	"LC"	"LC"	"LC___LC"
"Plectocomiopsis mira"	"LC"	"LC"	"LC___LC"
"Plectocomiopsis songthanhensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Plectocomiopsis triquetra"	"LC"	"LC"	"LC___LC"
"Plectocomiopsis wrayi"	"NA"	"NA"	"NA___NA"
"Podococcus acaulis"	"LC"	"nonLC"	"LC___nonLC"
"Podococcus barteri"	"LC"	"LC"	"LC___LC"
"Ponapea hentyi"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ponapea hosinoi"	"NA"	"NA"	"NA___NA"
"Ponapea ledermanniana"	"NA"	"NA"	"NA___NA"
"Ponapea palauensis"	"NA"	"NA"	"NA___NA"
"Prestoea acuminata"	"LC"	"LC"	"LC___LC"
"Prestoea carderi"	"LC"	"LC"	"LC___LC"
"Prestoea decurrens"	"LC"	"LC"	"LC___LC"
"Prestoea ensiformis"	"LC"	"LC"	"LC___LC"
"Prestoea longepetiolata"	"LC"	"LC"	"LC___LC"
"Prestoea pubens"	"LC"	"nonLC"	"LC___nonLC"
"Prestoea pubigera"	"LC"	"nonLC"	"LC___nonLC"
"Prestoea schultzeana"	"LC"	"LC"	"LC___LC"
"Prestoea simplicifolia"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Prestoea tenuiramosa"	"LC"	"nonLC"	"LC___nonLC"
"Pritchardia arecina"	"NA"	"NA"	"NA___NA"
"Pritchardia bakeri"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia beccariana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia flynnii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia forbesiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia glabrata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia gordonii"	"NA"	"NA"	"NA___NA"
