LEVEL3_NAM	LEVEL3_COD	LEVEL2_COD	LEVEL1_COD	LEVEL3_SPE_HUF_B	LEVEL3_SPE_HUMa_B	LEVEL3_SPE_HUMe_B	LEVEL3_SPE_HUC_B	LEVEL3_SPE_HUA_B	LEVEL3_SPE_FD2_B	LEVEL3_SPE_ED2_B	LEVEL3_SPE_COM_B	LEVEL3_SPE_HUF_W	LEVEL3_SPE_HUMa_W	LEVEL3_SPE_HUMe_W	LEVEL3_SPE_HUC_W	LEVEL3_SPE_HUA_W	LEVEL3_SPE_FD2_W	LEVEL3_SPE_ED2_W	LEVEL3_SPE_COM_W	LEVEL3_SPE_HUF_R	LEVEL3_SPE_HUMa_R	LEVEL3_SPE_HUMe_R	LEVEL3_SPE_HUC_R	LEVEL3_SPE_HUA_R	LEVEL3_SPE_FD2_R	LEVEL3_SPE_ED2_R	LEVEL3_SPE_COM_R	LEVEL3_SPE_HUF_B2	LEVEL3_SPE_HUMa_B2	LEVEL3_SPE_HUMe_B2	LEVEL3_SPE_HUC_B2	LEVEL3_SPE_HUA_B2	LEVEL3_SPE_FD2_B2	LEVEL3_SPE_ED2_B2	LEVEL3_SPE_COM_B2	LEVEL3_SPE_HUF_W2	LEVEL3_SPE_HUMa_W2	LEVEL3_SPE_HUMe_W2	LEVEL3_SPE_HUC_W2	LEVEL3_SPE_HUA_W2	LEVEL3_SPE_FD2_W2	LEVEL3_SPE_ED2_W2	LEVEL3_SPE_COM_W2	LEVEL3_SPE_HUF_R2	LEVEL3_SPE_HUMa_R2	LEVEL3_SPE_HUMe_R2	LEVEL3_SPE_HUC_R2	LEVEL3_SPE_HUA_R2	LEVEL3_SPE_FD2_R2	LEVEL3_SPE_ED2_R2	LEVEL3_SPE_COM_R2	LEVEL3_SPE_GAP_RL	LEVEL3_SPE_GAP_RLML	LEVEL3_SPE_speNum	LEVEL3_SPE_speNumCat	Continent
Sulawesi	SUL	42	4	6.25	21.875	0	0	20.58823529	21.05263158	17.64705882	19.60784314	18.75	28.125	9.090909091	0	32.35294118	28.94736842	23.52941176	27.45098039	0	0	0	0	0	0	0	0	0_20	20_40	0_20	0_20	20_40	20_40	0_20	0_20	0_20	20_40	0_20	0_20	20_40	20_40	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	56	28	62	51-100	EAsiaPacific
Sumatera	SUM	42	4	9.375	6.024096386	2.564102564	6.666666667	5.494505495	8.333333333	10.20408163	9.219858156	21.875	21.68674699	17.94871795	13.33333333	26.37362637	30	22.44897959	29.78723404	6.25	2.409638554	2.564102564	6.666666667	2.197802198	0	2.040816327	1.418439716	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	0_20	0_20	20_40	20_40	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	148	51	161	>100	EAsiaPacific
Thailand	THA	41	4	10.52631579	7.142857143	5.660377358	11.11111111	6.593406593	11.20689655	16.12903226	14	18.42105263	21.42857143	15.09433962	16.66666667	23.07692308	35.34482759	30.64516129	36	5.263157895	3.571428571	3.773584906	5.555555556	3.296703297	1.724137931	1.612903226	2.666666667	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	20_40	20_40	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	152	25	167	>100	EAsiaPacific
Vietnam	VIE	41	4	10.52631579	8.823529412	7.407407407	10	8.333333333	49.35064935	25	45.05494505	10.52631579	8.823529412	7.407407407	10	8.333333333	58.44155844	37.5	52.74725275	10.52631579	8.823529412	7.407407407	10	8.333333333	5.194805195	9.375	6.593406593	0_20	0_20	0_20	0_20	0_20	40_60	20_40	40_60	0_20	0_20	0_20	0_20	0_20	40_60	20_40	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	98	4	113	>100	EAsiaPacific
West Himalaya	WHM	40	4	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	5	3	6	1-10	EAsiaPacific
Christmas I.	XMS	42	4	50	0	0	0	50	0	50	50	50	0	0	0	50	0	50	50	0	0	0	0	0	0	0	0	40_60	0_20	0_20	0_20	40_60	0_20	40_60	40_60	40_60	0_20	0_20	0_20	40_60	0_20	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	2	0	2	1-10	EAsiaPacific
Antipodean Is.	ATP	51	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Chatham Is.	CTM	51	5	NA	0	0	NA	0	NA	0	0	NA	0	0	NA	0	NA	0	0	NA	0	0	NA	0	NA	0	0	NOC	0_20	0_20	NOC	0_20	NOC	0_20	0_20	NOC	0_20	0_20	NOC	0_20	NOC	0_20	0_20	NOC	0_20	0_20	NOC	0_20	NOC	0_20	0_20	1	0	1	1-10	EAsiaPacific
Kermadec Is.	KER	51	5	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	100	100	NA	NA	NA	NA	NA	NA	0	0	NOC	NOC	NOC	NOC	NOC	NOC	0_20	0_20	NOC	NOC	NOC	NOC	NOC	NOC	80_100	80_100	NOC	NOC	NOC	NOC	NOC	NOC	0_20	0_20	1	0	1	1-10	EAsiaPacific
Norfolk Is.	NFK	50	5	NA	0	0	NA	0	0	0	0	NA	0	0	NA	0	0	20	16.66666667	NA	0	0	NA	0	0	0	0	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	NOC	0_20	0_20	NOC	0_20	0_20	20_40	0_20	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	5	4	6	1-10	EAsiaPacific
New South Wales	NSW	50	5	0	0	0	NA	20	0	0	16.66666667	0	0	0	NA	20	0	0	16.66666667	0	0	0	NA	0	0	0	0	0_20	0_20	0_20	NOC	20_40	0_20	0_20	0_20	0_20	0_20	0_20	NOC	20_40	0_20	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	6	0	7	1-10	EAsiaPacific
Northern Territory	NTA	50	5	0	0	0	0	0	0	0	0	14.28571429	12.5	0	0	11.11111111	0	20	20	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	12	0	15	11-50	EAsiaPacific
New Zealand North	NZN	51	5	NA	0	0	NA	25	0	0	25	NA	0	0	NA	25	0	0	25	NA	0	0	NA	0	0	0	0	NOC	0_20	0_20	NOC	20_40	0_20	0_20	20_40	NOC	0_20	0_20	NOC	20_40	0_20	0_20	20_40	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	3	0	4	1-10	EAsiaPacific
New Zealand South	NZS	51	5	NA	0	0	NA	0	NA	0	0	NA	0	0	NA	0	NA	0	0	NA	0	0	NA	0	NA	0	0	NOC	0_20	0_20	NOC	0_20	NOC	0_20	0_20	NOC	0_20	0_20	NOC	0_20	NOC	0_20	0_20	NOC	0_20	0_20	NOC	0_20	NOC	0_20	0_20	1	0	1	1-10	EAsiaPacific
Queensland	QLD	50	5	0	6.666666667	0	0	10.52631579	26.66666667	9.090909091	18.75	8.333333333	6.666666667	0	0	15.78947368	46.66666667	36.36363636	37.5	0	0	0	0	0	6.666666667	0	3.125	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	40_60	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	42	2	46	11-50	EAsiaPacific
South Australia	SOA	50	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	2	1-10	EAsiaPacific
Tasmania	TAS	50	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Victoria	VIC	50	5	0	0	0	NA	0	0	NA	0	0	0	0	NA	0	0	NA	0	0	0	0	NA	0	0	NA	0	0_20	0_20	0_20	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	NOC	0_20	0_20	NOC	0_20	1	0	2	1-10	EAsiaPacific
Western Australia	WAU	50	5	0	0	0	0	0	33.33333333	0	25	0	50	0	0	33.33333333	33.33333333	0	50	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	20_40	0_20	20_40	0_20	40_60	0_20	0_20	20_40	20_40	0_20	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	5	0	7	1-10	EAsiaPacific
Cook Is.	COO	61	6	0	0	0	0	33.33333333	0	25	25	0	50	0	50	66.66666667	0	50	50	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	20_40	0_20	20_40	20_40	0_20	40_60	0_20	40_60	60_80	0_20	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	4	1	4	1-10	Americas
Caroline Is.	CRL	62	6	16.66666667	16.66666667	20	0	14.28571429	25	28.57142857	20	16.66666667	16.66666667	20	0	28.57142857	25	28.57142857	30	16.66666667	16.66666667	20	0	14.28571429	25	14.28571429	10	0_20	0_20	20_40	0_20	0_20	20_40	20_40	20_40	0_20	0_20	20_40	0_20	20_40	20_40	20_40	20_40	0_20	0_20	20_40	0_20	0_20	20_40	0_20	0_20	9	5	13	11-50	Americas
Easter Is.	EAS	61	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	1	1-10	Americas
Fiji	FIJ	60	6	0	0	10	0	16.66666667	0	44.44444444	29.41176471	0	0	20	0	25	0	55.55555556	41.17647059	0	0	10	0	8.333333333	0	33.33333333	23.52941176	0_20	0_20	0_20	0_20	0_20	0_20	40_60	20_40	0_20	0_20	20_40	0_20	20_40	0_20	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	9	2	33	11-50	EAsiaPacific
Gilbert Is.	GIL	60	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	1	1-10	EAsiaPacific
Hawaii	HAW	63	6	0	12.5	0	0	9.090909091	0	9.090909091	11.11111111	0	12.5	16.66666667	0	18.18181818	0	9.090909091	16.66666667	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	28	11	34	11-50	Americas
Howland-Baker Is.	HBI	60	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Line Is.	LIN	61	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	1	1-10	Americas
Marcus I.	MCS	62	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	1	1-10	EAsiaPacific
Marianas	MRN	62	6	20	16.66666667	20	0	16.66666667	33.33333333	33.33333333	16.66666667	20	16.66666667	20	0	16.66666667	33.33333333	33.33333333	16.66666667	20	16.66666667	20	0	16.66666667	33.33333333	33.33333333	16.66666667	20_40	0_20	20_40	0_20	0_20	20_40	20_40	0_20	20_40	0_20	20_40	0_20	0_20	20_40	20_40	0_20	20_40	0_20	20_40	0_20	0_20	20_40	20_40	0_20	3	0	6	1-10	EAsiaPacific
Marquesas	MRQ	61	6	0	0	0	0	50	0	33.33333333	33.33333333	0	0	0	0	50	0	33.33333333	33.33333333	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	40_60	0_20	20_40	20_40	0_20	0_20	0_20	0_20	40_60	0_20	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	3	1	3	1-10	Americas
Marshall Is.	MRS	62	6	0	0	0	0	50	0	50	50	0	0	0	0	50	0	50	50	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	40_60	0_20	40_60	40_60	0_20	0_20	0_20	0_20	40_60	0_20	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	2	0	2	1-10	EAsiaPacific
Nauru	NRU	60	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	1	1-10	EAsiaPacific
Niue	NUE	60	6	0	0	0	0	50	0	50	50	0	0	0	0	50	0	50	50	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	40_60	0_20	40_60	40_60	0_20	0_20	0_20	0_20	40_60	0_20	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	2	0	2	1-10	Americas
New Caledonia	NWC	60	6	0	20	0	0	20	33.33333333	40	46.15384615	0	20	0	0	20	33.33333333	40	46.15384615	0	20	0	0	20	33.33333333	40	46.15384615	0_20	20_40	0_20	0_20	20_40	20_40	40_60	40_60	0_20	20_40	0_20	0_20	20_40	20_40	40_60	40_60	0_20	20_40	0_20	0_20	20_40	20_40	40_60	40_60	4	0	43	11-50	EAsiaPacific
Phoenix Is.	PHX	60	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	1	1-10	Americas
Pitcairn Is.	PIT	61	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Samoa	SAM	60	6	0	0	0	0	33.33333333	0	10	9.090909091	0	0	0	0	33.33333333	0	20	18.18181818	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	13	8	13	11-50	Americas
Society Is.	SCI	61	6	0	0	0	0	7.142857143	0	20	7.142857143	0	8.333333333	14.28571429	0	21.42857143	0	20	21.42857143	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	20_40	0_20	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	10	1	14	11-50	Americas
Santa Cruz Is.	SCZ	60	6	0	0	0	0	0	0	0	0	20	40	0	25	33.33333333	33.33333333	50	42.85714286	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	40_60	0_20	20_40	20_40	20_40	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	6	1	7	1-10	Americas
Tokelau-Manihiki	TOK	60	6	0	0	0	0	50	0	50	50	0	0	0	0	50	0	50	50	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	40_60	0_20	40_60	40_60	0_20	0_20	0_20	0_20	40_60	0_20	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	2	0	2	1-10	Americas
Tonga	TON	60	6	0	0	0	0	33.33333333	0	66.66666667	50	0	0	0	0	33.33333333	0	66.66666667	50	0	0	0	0	0	0	33.33333333	25	0_20	0_20	0_20	0_20	20_40	0_20	60_80	40_60	0_20	0_20	0_20	0_20	20_40	0_20	60_80	40_60	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	2	0	4	1-10	Americas
Tuamotu	TUA	61	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	3	2	3	1-10	Americas
Tubuai Is.	TUB	61	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	1	1-10	Americas
Tuvalu	TUV	60	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	1	1-10	EAsiaPacific
Vanuatu	VAN	60	6	0	14.28571429	0	0	22.22222222	0	22.22222222	20	25	42.85714286	0	25	44.44444444	50	44.44444444	40	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	20_40	0_20	20_40	20_40	20_40	40_60	0_20	20_40	40_60	40_60	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	19	11	21	11-50	EAsiaPacific
Wake I.	WAK	62	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Wallis-Futuna Is.	WAL	60	6	0	0	0	0	0	0	50	50	0	0	0	0	0	0	50	50	0	0	0	0	0	0	50	50	0_20	0_20	0_20	0_20	0_20	0_20	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	40_60	40_60	1	0	2	1-10	Americas
Alberta	ABT	71	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Alabama	ALA	78	7	NA	0	0	NA	0	0	0	0	NA	0	0	NA	0	0	0	0	NA	0	0	NA	0	0	0	0	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	4	0	4	1-10	Americas
Aleutian Is.	ALU	70	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Arizona	ARI	76	7	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	1	0	1	1-10	Americas
Arkansas	ARK	78	7	NA	NA	0	NA	0	0	0	0	NA	NA	0	NA	0	0	0	0	NA	NA	0	NA	0	0	0	0	NOC	NOC	0_20	NOC	0_20	0_20	0_20	0_20	NOC	NOC	0_20	NOC	0_20	0_20	0_20	0_20	NOC	NOC	0_20	NOC	0_20	0_20	0_20	0_20	1	0	1	1-10	Americas
Alaska	ASK	70	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
British Columbia	BRC	71	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
California	CAL	76	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	3	0	3	1-10	Americas
Connecticut	CNT	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Colorado	COL	73	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Delaware	DEL	78	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Florida	FLA	78	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	16	2	19	11-50	Americas
Georgia	GEO	78	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	4	0	4	1-10	Americas
Greenland	GNL	70	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Idaho	IDA	73	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Illinois	ILL	74	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Indiana	INI	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Iowa	IOW	74	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Kansas	KAN	74	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Kentucky	KTY	78	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Labrador	LAB	72	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Louisiana	LOU	78	7	NA	0	0	NA	0	0	0	0	NA	0	0	NA	0	0	0	0	NA	0	0	NA	0	0	0	0	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	2	0	2	1-10	Americas
Maine	MAI	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
