"Region"	"Scenario"	"Use"	"Category"	"PercentageA"	"NumberA"	"NumberUT"
"345"	"ASS"	"WS"	"HUMe"	"C4"	"33.3333333333333"	"1"	"3"
"346"	"ASS"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"347"	"ASS"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"348"	"ASS"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"349"	"ASS"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"350"	"ASS"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"351"	"ASS"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"352"	"ASS"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"353"	"ASS"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"354"	"BAH"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"355"	"BAH"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"356"	"BAH"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"357"	"BAH"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"358"	"BAH"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"359"	"BAH"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"360"	"BAH"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"361"	"BAH"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"362"	"BAH"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"363"	"BAH"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"364"	"BAH"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"365"	"BAH"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"366"	"BAH"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"367"	"BAH"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"368"	"BAH"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"369"	"BAH"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"370"	"BAH"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"371"	"BAH"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"372"	"BAH"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"373"	"BAH"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"374"	"BAH"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"375"	"BAH"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"376"	"BAH"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"377"	"BAH"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"378"	"BAH"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"379"	"BAH"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"380"	"BAH"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"381"	"BAH"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"382"	"BAH"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"383"	"BAH"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"384"	"BAH"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"385"	"BAH"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"386"	"BAL"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"387"	"BAL"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"388"	"BAL"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"389"	"BAL"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"390"	"BAL"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"391"	"BAL"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"392"	"BAL"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"393"	"BAL"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"394"	"BAL"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"395"	"BAL"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"396"	"BAL"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"397"	"BAL"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"398"	"BAL"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"399"	"BAL"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"400"	"BAL"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"401"	"BAL"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"402"	"BAL"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"403"	"BAL"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"404"	"BAL"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"405"	"BAL"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"406"	"BAL"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"407"	"BAL"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"408"	"BAL"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"409"	"BAL"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"410"	"BAL"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"411"	"BAL"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"412"	"BAL"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"413"	"BAL"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"414"	"BAL"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"415"	"BAL"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"416"	"BAL"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"417"	"BAL"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"418"	"BAN"	"BS"	"HUF"	"C1"	"100"	"1"	"1"
"419"	"BAN"	"WS"	"HUF"	"C1"	"100"	"1"	"1"
"420"	"BAN"	"BS"	"HUF"	"C2"	"100"	"1"	"1"
"421"	"BAN"	"WS"	"HUF"	"C2"	"100"	"1"	"1"
"422"	"BAN"	"BS"	"HUF"	"C3"	"0"	"0"	"1"
"423"	"BAN"	"WS"	"HUF"	"C3"	"0"	"0"	"1"
"424"	"BAN"	"BS"	"HUF"	"C4"	"0"	"0"	"1"
"425"	"BAN"	"WS"	"HUF"	"C4"	"0"	"0"	"1"
"426"	"BAN"	"BS"	"HUMa"	"C1"	"100"	"2"	"2"
"427"	"BAN"	"WS"	"HUMa"	"C1"	"100"	"4"	"4"
"428"	"BAN"	"BS"	"HUMa"	"C2"	"100"	"2"	"2"
"429"	"BAN"	"WS"	"HUMa"	"C2"	"100"	"4"	"4"
"430"	"BAN"	"BS"	"HUMa"	"C3"	"100"	"2"	"2"
"431"	"BAN"	"WS"	"HUMa"	"C3"	"75"	"3"	"4"
"432"	"BAN"	"BS"	"HUMa"	"C4"	"50"	"1"	"2"
"433"	"BAN"	"WS"	"HUMa"	"C4"	"50"	"2"	"4"
"434"	"BAN"	"BS"	"HUMe"	"C1"	"100"	"2"	"2"
"435"	"BAN"	"WS"	"HUMe"	"C1"	"100"	"3"	"3"
"436"	"BAN"	"BS"	"HUMe"	"C2"	"100"	"2"	"2"
"437"	"BAN"	"WS"	"HUMe"	"C2"	"100"	"3"	"3"
"438"	"BAN"	"BS"	"HUMe"	"C3"	"100"	"2"	"2"
"439"	"BAN"	"WS"	"HUMe"	"C3"	"66.6666666666667"	"2"	"3"
"440"	"BAN"	"BS"	"HUMe"	"C4"	"50"	"1"	"2"
"441"	"BAN"	"WS"	"HUMe"	"C4"	"33.3333333333333"	"1"	"3"
"442"	"BAN"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"443"	"BAN"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"444"	"BAN"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"445"	"BAN"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"446"	"BAN"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"447"	"BAN"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"448"	"BAN"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"449"	"BAN"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"450"	"BEN"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"451"	"BEN"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"452"	"BEN"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"453"	"BEN"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"454"	"BEN"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"455"	"BEN"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"456"	"BEN"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"457"	"BEN"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"458"	"BEN"	"BS"	"HUMa"	"C1"	"100"	"1"	"1"
"459"	"BEN"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"460"	"BEN"	"BS"	"HUMa"	"C2"	"100"	"1"	"1"
"461"	"BEN"	"WS"	"HUMa"	"C2"	"100"	"1"	"1"
"462"	"BEN"	"BS"	"HUMa"	"C3"	"0"	"0"	"1"
"463"	"BEN"	"WS"	"HUMa"	"C3"	"0"	"0"	"1"
"464"	"BEN"	"BS"	"HUMa"	"C4"	"0"	"0"	"1"
"465"	"BEN"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"466"	"BEN"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"467"	"BEN"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"468"	"BEN"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"469"	"BEN"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"470"	"BEN"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"471"	"BEN"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"472"	"BEN"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"473"	"BEN"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"474"	"BEN"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"475"	"BEN"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"476"	"BEN"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"477"	"BEN"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"478"	"BEN"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"479"	"BEN"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"480"	"BEN"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"481"	"BEN"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"482"	"BER"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"483"	"BER"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"484"	"BER"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"485"	"BER"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"486"	"BER"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"487"	"BER"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"488"	"BER"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"489"	"BER"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"490"	"BER"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"491"	"BER"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"492"	"BER"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"493"	"BER"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"494"	"BER"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"495"	"BER"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"496"	"BER"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"497"	"BER"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"498"	"BER"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"499"	"BER"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"500"	"BER"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"501"	"BER"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"502"	"BER"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"503"	"BER"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"504"	"BER"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"505"	"BER"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"506"	"BER"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"507"	"BER"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"508"	"BER"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"509"	"BER"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"510"	"BER"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"511"	"BER"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"512"	"BER"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"513"	"BER"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"514"	"BIS"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"515"	"BIS"	"WS"	"HUF"	"C1"	"100"	"1"	"1"
"516"	"BIS"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"517"	"BIS"	"WS"	"HUF"	"C2"	"0"	"0"	"1"
"518"	"BIS"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"519"	"BIS"	"WS"	"HUF"	"C3"	"0"	"0"	"1"
"520"	"BIS"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"521"	"BIS"	"WS"	"HUF"	"C4"	"0"	"0"	"1"
"522"	"BIS"	"BS"	"HUMa"	"C1"	"100"	"1"	"1"
"523"	"BIS"	"WS"	"HUMa"	"C1"	"100"	"2"	"2"
"524"	"BIS"	"BS"	"HUMa"	"C2"	"0"	"0"	"1"
"525"	"BIS"	"WS"	"HUMa"	"C2"	"0"	"0"	"2"
"526"	"BIS"	"BS"	"HUMa"	"C3"	"0"	"0"	"1"
"527"	"BIS"	"WS"	"HUMa"	"C3"	"0"	"0"	"2"
"528"	"BIS"	"BS"	"HUMa"	"C4"	"0"	"0"	"1"
"529"	"BIS"	"WS"	"HUMa"	"C4"	"0"	"0"	"2"
"530"	"BIS"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"531"	"BIS"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"532"	"BIS"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"533"	"BIS"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"534"	"BIS"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"535"	"BIS"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"536"	"BIS"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"537"	"BIS"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"538"	"BIS"	"BS"	"HUC"	"C1"	"100"	"1"	"1"
"539"	"BIS"	"WS"	"HUC"	"C1"	"100"	"2"	"2"
"540"	"BIS"	"BS"	"HUC"	"C2"	"0"	"0"	"1"
"541"	"BIS"	"WS"	"HUC"	"C2"	"0"	"0"	"2"
"542"	"BIS"	"BS"	"HUC"	"C3"	"0"	"0"	"1"
"543"	"BIS"	"WS"	"HUC"	"C3"	"0"	"0"	"2"
"544"	"BIS"	"BS"	"HUC"	"C4"	"0"	"0"	"1"
"545"	"BIS"	"WS"	"HUC"	"C4"	"0"	"0"	"2"
"546"	"BKN"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"547"	"BKN"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"548"	"BKN"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"549"	"BKN"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"550"	"BKN"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"551"	"BKN"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"552"	"BKN"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"553"	"BKN"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"554"	"BKN"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"555"	"BKN"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"556"	"BKN"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"557"	"BKN"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"558"	"BKN"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"559"	"BKN"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"560"	"BKN"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"561"	"BKN"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"562"	"BKN"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"563"	"BKN"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"564"	"BKN"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"565"	"BKN"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"566"	"BKN"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"567"	"BKN"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"568"	"BKN"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"569"	"BKN"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"570"	"BKN"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"571"	"BKN"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"572"	"BKN"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"573"	"BKN"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"574"	"BKN"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"575"	"BKN"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"576"	"BKN"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"577"	"BKN"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"578"	"BLZ"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"579"	"BLZ"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"580"	"BLZ"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"581"	"BLZ"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"582"	"BLZ"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"583"	"BLZ"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"584"	"BLZ"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"585"	"BLZ"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"586"	"BLZ"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"587"	"BLZ"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"588"	"BLZ"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"589"	"BLZ"	"WS"	"HUMa"	"C2"	"100"	"1"	"1"
"590"	"BLZ"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"591"	"BLZ"	"WS"	"HUMa"	"C3"	"100"	"1"	"1"
"592"	"BLZ"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"593"	"BLZ"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"594"	"BLZ"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"595"	"BLZ"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"596"	"BLZ"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"597"	"BLZ"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"598"	"BLZ"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"599"	"BLZ"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"600"	"BLZ"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"601"	"BLZ"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"602"	"BLZ"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"603"	"BLZ"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"604"	"BLZ"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"605"	"BLZ"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"606"	"BLZ"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"607"	"BLZ"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"608"	"BLZ"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"609"	"BLZ"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"610"	"BOL"	"BS"	"HUF"	"C1"	"100"	"3"	"3"
"611"	"BOL"	"WS"	"HUF"	"C1"	"100"	"7"	"7"
"612"	"BOL"	"BS"	"HUF"	"C2"	"100"	"3"	"3"
"613"	"BOL"	"WS"	"HUF"	"C2"	"100"	"7"	"7"
"614"	"BOL"	"BS"	"HUF"	"C3"	"33.3333333333333"	"1"	"3"
"615"	"BOL"	"WS"	"HUF"	"C3"	"14.2857142857143"	"1"	"7"
"616"	"BOL"	"BS"	"HUF"	"C4"	"33.3333333333333"	"1"	"3"
"617"	"BOL"	"WS"	"HUF"	"C4"	"14.2857142857143"	"1"	"7"
"618"	"BOL"	"BS"	"HUMa"	"C1"	"100"	"4"	"4"
"619"	"BOL"	"WS"	"HUMa"	"C1"	"100"	"8"	"8"
"620"	"BOL"	"BS"	"HUMa"	"C2"	"100"	"4"	"4"
"621"	"BOL"	"WS"	"HUMa"	"C2"	"100"	"8"	"8"
"622"	"BOL"	"BS"	"HUMa"	"C3"	"50"	"2"	"4"
"623"	"BOL"	"WS"	"HUMa"	"C3"	"25"	"2"	"8"
"624"	"BOL"	"BS"	"HUMa"	"C4"	"25"	"1"	"4"
"625"	"BOL"	"WS"	"HUMa"	"C4"	"12.5"	"1"	"8"
"626"	"BOL"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"627"	"BOL"	"WS"	"HUMe"	"C1"	"100"	"2"	"2"
"628"	"BOL"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"629"	"BOL"	"WS"	"HUMe"	"C2"	"100"	"2"	"2"
"630"	"BOL"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"631"	"BOL"	"WS"	"HUMe"	"C3"	"0"	"0"	"2"
"632"	"BOL"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"633"	"BOL"	"WS"	"HUMe"	"C4"	"0"	"0"	"2"
"634"	"BOL"	"BS"	"HUC"	"C1"	"100"	"3"	"3"
"635"	"BOL"	"WS"	"HUC"	"C1"	"100"	"8"	"8"
"636"	"BOL"	"BS"	"HUC"	"C2"	"100"	"3"	"3"
"637"	"BOL"	"WS"	"HUC"	"C2"	"100"	"8"	"8"
"638"	"BOL"	"BS"	"HUC"	"C3"	"66.6666666666667"	"2"	"3"
"639"	"BOL"	"WS"	"HUC"	"C3"	"25"	"2"	"8"
"640"	"BOL"	"BS"	"HUC"	"C4"	"0"	"0"	"3"
"641"	"BOL"	"WS"	"HUC"	"C4"	"0"	"0"	"8"
"642"	"BOR"	"BS"	"HUF"	"C1"	"100"	"1"	"1"
"643"	"BOR"	"WS"	"HUF"	"C1"	"100"	"4"	"4"
"644"	"BOR"	"BS"	"HUF"	"C2"	"100"	"1"	"1"
"645"	"BOR"	"WS"	"HUF"	"C2"	"75"	"3"	"4"
"646"	"BOR"	"BS"	"HUF"	"C3"	"100"	"1"	"1"
"647"	"BOR"	"WS"	"HUF"	"C3"	"25"	"1"	"4"
"648"	"BOR"	"BS"	"HUF"	"C4"	"100"	"1"	"1"
"649"	"BOR"	"WS"	"HUF"	"C4"	"25"	"1"	"4"
"650"	"BOR"	"BS"	"HUMa"	"C1"	"100"	"7"	"7"
"651"	"BOR"	"WS"	"HUMa"	"C1"	"100"	"24"	"24"
"652"	"BOR"	"BS"	"HUMa"	"C2"	"100"	"7"	"7"
"653"	"BOR"	"WS"	"HUMa"	"C2"	"100"	"24"	"24"
"654"	"BOR"	"BS"	"HUMa"	"C3"	"85.7142857142857"	"6"	"7"
"655"	"BOR"	"WS"	"HUMa"	"C3"	"95.8333333333333"	"23"	"24"
"656"	"BOR"	"BS"	"HUMa"	"C4"	"71.4285714285714"	"5"	"7"
"657"	"BOR"	"WS"	"HUMa"	"C4"	"75"	"18"	"24"
"658"	"BOR"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"659"	"BOR"	"WS"	"HUMe"	"C1"	"100"	"1"	"1"
"660"	"BOR"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"661"	"BOR"	"WS"	"HUMe"	"C2"	"100"	"1"	"1"
"662"	"BOR"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"663"	"BOR"	"WS"	"HUMe"	"C3"	"100"	"1"	"1"
"664"	"BOR"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"665"	"BOR"	"WS"	"HUMe"	"C4"	"100"	"1"	"1"
"666"	"BOR"	"BS"	"HUC"	"C1"	"100"	"1"	"1"
"667"	"BOR"	"WS"	"HUC"	"C1"	"100"	"3"	"3"
"668"	"BOR"	"BS"	"HUC"	"C2"	"100"	"1"	"1"
"669"	"BOR"	"WS"	"HUC"	"C2"	"100"	"3"	"3"
"670"	"BOR"	"BS"	"HUC"	"C3"	"100"	"1"	"1"
"671"	"BOR"	"WS"	"HUC"	"C3"	"100"	"3"	"3"
"672"	"BOR"	"BS"	"HUC"	"C4"	"100"	"1"	"1"
"673"	"BOR"	"WS"	"HUC"	"C4"	"33.3333333333333"	"1"	"3"
"674"	"BOT"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"675"	"BOT"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"676"	"BOT"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"677"	"BOT"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"678"	"BOT"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"679"	"BOT"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"680"	"BOT"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"681"	"BOT"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"682"	"BOT"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"683"	"BOT"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"684"	"BOT"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"685"	"BOT"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"686"	"BOT"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"687"	"BOT"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"688"	"BOT"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"689"	"BOT"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"690"	"BOT"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"691"	"BOT"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"692"	"BOT"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
