"LEVEL3_NAM"	"LEVEL3_COD"	"LEVEL2_COD"	"LEVEL1_COD"	"LEVEL3_SPE_HUF_B"	"LEVEL3_SPE_HUMa_B"	"LEVEL3_SPE_HUMe_B"	"LEVEL3_SPE_HUC_B"	"LEVEL3_SPE_HUA_B"	"LEVEL3_SPE_FD2_B"	"LEVEL3_SPE_ED2_B"	"LEVEL3_SPE_COM_B"	"LEVEL3_SPE_HUF_W"	"LEVEL3_SPE_HUMa_W"	"LEVEL3_SPE_HUMe_W"	"LEVEL3_SPE_HUC_W"	"LEVEL3_SPE_HUA_W"	"LEVEL3_SPE_FD2_W"	"LEVEL3_SPE_ED2_W"	"LEVEL3_SPE_COM_W"	"LEVEL3_SPE_HUF_R"	"LEVEL3_SPE_HUMa_R"	"LEVEL3_SPE_HUMe_R"	"LEVEL3_SPE_HUC_R"	"LEVEL3_SPE_HUA_R"	"LEVEL3_SPE_FD2_R"	"LEVEL3_SPE_ED2_R"	"LEVEL3_SPE_COM_R"	"LEVEL3_SPE_HUF_B2"	"LEVEL3_SPE_HUMa_B2"	"LEVEL3_SPE_HUMe_B2"	"LEVEL3_SPE_HUC_B2"	"LEVEL3_SPE_HUA_B2"	"LEVEL3_SPE_FD2_B2"	"LEVEL3_SPE_ED2_B2"	"LEVEL3_SPE_COM_B2"	"LEVEL3_SPE_HUF_W2"	"LEVEL3_SPE_HUMa_W2"	"LEVEL3_SPE_HUMe_W2"	"LEVEL3_SPE_HUC_W2"	"LEVEL3_SPE_HUA_W2"	"LEVEL3_SPE_FD2_W2"	"LEVEL3_SPE_ED2_W2"	"LEVEL3_SPE_COM_W2"	"LEVEL3_SPE_HUF_R2"	"LEVEL3_SPE_HUMa_R2"	"LEVEL3_SPE_HUMe_R2"	"LEVEL3_SPE_HUC_R2"	"LEVEL3_SPE_HUA_R2"	"LEVEL3_SPE_FD2_R2"	"LEVEL3_SPE_ED2_R2"	"LEVEL3_SPE_COM_R2"	"LEVEL3_SPE_GAP_RL"	"LEVEL3_SPE_GAP_RLML"	"LEVEL3_SPE_speNum"	"LEVEL3_SPE_speNumCat"
"Alberta"	"ABT"	71	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Afghanistan"	"AFG"	34	3	0	0	0	0	0	0	0	0	0	0	50	0	50	50	50	50	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"0_20"	"40_60"	"40_60"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	2	0	2	"1-10"
"Argentina Northeast"	"AGE"	85	8	33.3333333333333	0	0	NA	14.2857142857143	0	0	10	33.3333333333333	0	0	NA	14.2857142857143	0	12.5	20	33.3333333333333	0	0	NA	14.2857142857143	0	0	10	"20_40"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	10	1	12	"11-50"
"Argentina South"	"AGS"	85	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Argentina Northwest"	"AGW"	85	8	NA	NA	0	NA	0	NA	0	0	NA	NA	0	NA	0	NA	33.3333333333333	33.3333333333333	NA	NA	0	NA	0	NA	0	0	"NOC"	"NOC"	"0_20"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"NOC"	"0_20"	"NOC"	"0_20"	"NOC"	"20_40"	"20_40"	"NOC"	"NOC"	"0_20"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	3	0	3	"1-10"
"Alabama"	"ALA"	78	7	NA	0	0	NA	0	0	0	0	NA	0	0	NA	0	0	0	0	NA	0	0	NA	0	0	0	0	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	4	0	4	"1-10"
"Albania"	"ALB"	13	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Aldabra"	"ALD"	29	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Algeria"	"ALG"	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	2	0	4	"1-10"
"Altay"	"ALT"	30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Aleutian Is."	"ALU"	70	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Amur"	"AMU"	31	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Andaman Is."	"AND"	41	4	12.5	10	5.55555555555556	9.09090909090909	13.0434782608696	5.26315789473684	7.69230769230769	13.3333333333333	12.5	10	5.55555555555556	9.09090909090909	13.0434782608696	5.26315789473684	7.69230769230769	13.3333333333333	12.5	10	5.55555555555556	9.09090909090909	13.0434782608696	0	7.69230769230769	10	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	22	12	32	"11-50"
"Angola"	"ANG"	26	2	0	0	0	0	0	0	0	0	0	16.6666666666667	0	0	15.3846153846154	20	14.2857142857143	14.2857142857143	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	7	1	14	"11-50"
"Antarctica"	"ANT"	91	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Arizona"	"ARI"	76	7	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	1	"1-10"
"Arkansas"	"ARK"	78	7	NA	NA	0	NA	0	0	0	0	NA	NA	0	NA	0	0	0	0	NA	NA	0	NA	0	0	0	0	"NOC"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	1	"1-10"
"Aruba"	"ARU"	81	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ascension"	"ASC"	28	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	1	"1-10"
"Alaska"	"ASK"	70	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Amsterdam-St.Paul Is."	"ASP"	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Assam"	"ASS"	40	4	7.14285714285714	7.69230769230769	7.69230769230769	0	6.45161290322581	7.69230769230769	4.34782608695652	6.97674418604651	7.14285714285714	15.3846153846154	11.5384615384615	0	12.9032258064516	19.2307692307692	13.0434782608696	18.6046511627907	7.14285714285714	7.69230769230769	7.69230769230769	0	6.45161290322581	3.84615384615385	4.34782608695652	4.65116279069767	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	36	12	44	"11-50"
"Antipodean Is."	"ATP"	51	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Austria"	"AUT"	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Azores"	"AZO"	21	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Bahamas"	"BAH"	81	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	7	1	9	"1-10"
"Baleares"	"BAL"	12	1	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	0	0	1	"1-10"
"Bangladesh"	"BAN"	40	4	5	6.66666666666667	6.45161290322581	0	5.71428571428571	4	4.34782608695652	4.76190476190476	5	13.3333333333333	9.67741935483871	0	11.4285714285714	12	13.0434782608696	16.6666666666667	5	6.66666666666667	6.45161290322581	0	5.71428571428571	4	4.34782608695652	4.76190476190476	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	33	8	43	"11-50"
"Benin"	"BEN"	22	2	0	6.25	0	0	5.88235294117647	6.66666666666667	5.55555555555556	5.55555555555556	0	6.25	0	0	5.88235294117647	6.66666666666667	5.55555555555556	5.55555555555556	0	6.25	0	0	5.88235294117647	6.66666666666667	5.55555555555556	5.55555555555556	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	7	1	18	"11-50"
"Bermuda"	"BER"	81	8	0	0	0	0	0	0	50	25	0	0	0	0	0	0	50	25	0	0	0	0	0	0	50	25	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"20_40"	1	0	4	"1-10"
"Belgium"	"BGM"	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Bismarck Archipelago"	"BIS"	43	4	0	6.66666666666667	0	7.69230769230769	11.7647058823529	0	27.2727272727273	25	9.09090909090909	13.3333333333333	0	15.3846153846154	17.6470588235294	14.2857142857143	36.3636363636364	30	0	0	0	7.69230769230769	5.88235294117647	0	0	5	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	18	1	25	"11-50"
"Burkina"	"BKN"	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	8	"1-10"
"Belarus"	"BLR"	14	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Baltic States"	"BLT"	14	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Belize"	"BLZ"	80	8	0	0	0	0	4.76190476190476	0	8.69565217391304	8.57142857142857	0	7.69230769230769	0	0	9.52380952380952	14.2857142857143	21.7391304347826	20	0	0	0	0	4.76190476190476	0	8.69565217391304	8.57142857142857	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	33	1	41	"11-50"
"Bolivia"	"BOL"	83	8	4.83870967741935	6.25	0	5.26315789473684	5.33333333333333	0	8.57142857142857	4.81927710843374	11.2903225806452	12.5	4	14.0350877192982	12	10.7142857142857	11.4285714285714	13.2530120481928	3.2258064516129	4.6875	0	5.26315789473684	4	0	5.71428571428571	3.6144578313253	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	84	4	94	"51-100"
"Borneo"	"BOR"	42	4	3.84615384615385	8.33333333333333	0	6.66666666666667	7.69230769230769	35.4679802955665	31.1688311688312	34.6320346320346	15.3846153846154	28.5714285714286	3.7037037037037	20	31.8681318681319	61.0837438423645	54.5454545454545	59.7402597402597	3.84615384615385	1.19047619047619	0	6.66666666666667	1.0989010989011	9.35960591133005	0	8.65800865800866	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	"0_20"	"20_40"	"0_20"	"20_40"	"20_40"	"60_80"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	246	35	291	">100"
"Botswana"	"BOT"	27	2	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	0	0	2	"1-10"
"Bouvet I."	"BOU"	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"British Columbia"	"BRC"	71	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Buryatiya"	"BRY"	30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Bulgaria"	"BUL"	13	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Burundi"	"BUR"	23	2	0	0	0	0	0	33.3333333333333	20	20	0	0	0	0	0	33.3333333333333	20	20	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	5	"1-10"
"Brazil West-Central"	"BZC"	84	8	4.34782608695652	0	0	0	3.44827586206897	25	13.0434782608696	17.2413793103448	4.34782608695652	0	0	0	3.44827586206897	43.75	21.7391304347826	29.3103448275862	4.34782608695652	0	0	0	3.44827586206897	6.25	4.34782608695652	5.17241379310345	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	68	5	76	"51-100"
"Brazil Northeast"	"BZE"	84	8	4	0	0	0	2.94117647058824	12.9032258064516	9.52380952380952	10.3448275862069	8	3.84615384615385	4	0	5.88235294117647	25.8064516129032	19.047619047619	20.6896551724138	4	0	0	0	2.94117647058824	6.45161290322581	4.76190476190476	5.17241379310345	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	65	2	79	"51-100"
"Brazil Southeast"	"BZL"	84	8	5.55555555555556	0	0	0	7.40740740740741	22.8571428571429	6.25	18.8679245283019	11.1111111111111	5.88235294117647	5.26315789473684	0	11.1111111111111	37.1428571428571	12.5	30.188679245283	5.55555555555556	0	0	0	3.7037037037037	11.4285714285714	6.25	9.43396226415094	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	56	3	80	"51-100"
"Brazil North"	"BZN"	84	8	0	2	0	1.23456790123457	1.85185185185185	5.97014925373134	1.92307692307692	3.4965034965035	10.8695652173913	12	7.57575757575758	11.1111111111111	12.037037037037	26.865671641791	17.3076923076923	20.2797202797203	0	1	0	1.23456790123457	0.925925925925926	0	0	0.699300699300699	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	156	11	164	">100"
"Brazil South"	"BZS"	84	8	25	0	0	NA	10	30	12.5	21.0526315789474	25	0	0	NA	10	30	25	26.3157894736842	25	0	0	NA	10	20	12.5	15.7894736842105	"20_40"	"0_20"	"0_20"	"NOC"	"0_20"	"20_40"	"0_20"	"20_40"	"20_40"	"0_20"	"0_20"	"NOC"	"0_20"	"20_40"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"NOC"	"0_20"	"20_40"	"0_20"	"0_20"	20	2	28	"11-50"
"Cabinda"	"CAB"	23	2	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	7	3	14	"11-50"
"Central African Republic"	"CAF"	23	2	0	0	0	0	0	0	0	0	7.14285714285714	13.6363636363636	10	0	12.5	9.09090909090909	12	12	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	8	0	25	"11-50"
"California"	"CAL"	76	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	3	0	3	"1-10"
"Cayman Is."	"CAY"	81	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	4	0	5	"1-10"
"Cambodia"	"CBD"	41	4	10.5263157894737	7.14285714285714	4.34782608695652	9.09090909090909	6.89655172413793	10	9.09090909090909	12.5	10.5263157894737	7.14285714285714	4.34782608695652	9.09090909090909	6.89655172413793	20	13.6363636363636	20	10.5263157894737	7.14285714285714	4.34782608695652	9.09090909090909	6.89655172413793	3.33333333333333	4.54545454545455	7.5	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	32	3	43	"11-50"
"Chagos Archipelago"	"CGS"	29	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	1	"1-10"
"Chad"	"CHA"	24	2	0	0	0	0	0	0	0	0	0	20	20	0	20	25	20	20	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"0_20"	"20_40"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	2	0	5	"1-10"
