species	NO_EXT	DO_CON	Americas	AfricaWAsia	EAsiaPacific	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	Conspicuousness	AnimalFood	EnvironmentalUses	Fuels	GeneSources	HumanFood	InvertebrateFood	Materials	Medicines	Poisons	SocialUses
Calamus pannosus	non-LC	NA	0	0	1	1	0	0	NA	NA	1	NA	NA	canopy	NA	NA	NA	NA	1.45	NA	NA	1.2	NA	NA	small	ovoid	NA	0	0	0	0	0	0	1	0	0	0
Calamus papuanus	LC	LC	0	0	1	1	0	0	0	0	1	15	1	canopy	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	0	0	0	0	0	0	1	0	0	0
Calamus papyraceus	non-LC	LC	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus parutan	non-LC	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus parvifructus	NA	NA	0	0	1	1	0	0	NA	NA	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus parvulus	non-LC	NA	0	0	1	1	0	0	0	0	1	10	0.3	canopy	NA	NA	0.19	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus paspalanthus	LC	LC	0	0	1	1	0	0	1	0	1	20	1.5	canopy	NA	1.2	NA	NA	1.775	1.75	1.8	1.4	NA	1.6	small	globose	cryptic	0	0	0	0	0	0	1	1	0	0
Calamus paulii	LC	NA	0	0	1	0	0	1	1	0	1	1	2.5	understorey	NA	1.2	1.2	NA	0.8	NA	NA	0.8	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus pedicellaris	LC	LC	0	0	1	1	0	0	NA	NA	1	NA	NA	canopy	NA	NA	NA	NA	1.1	NA	NA	0.8	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus pedicellatus	LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	0	0	0	0	0	0	1	0	0	0
Calamus penicillatus	LC	LC	0	0	1	1	0	0	0	0	1	40	0.4	canopy	NA	0.4	0.4	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus perakensis	LC	NA	0	0	1	2	2	0	1	0	1	5	NA	understorey	NA	NA	NA	NA	0.95	NA	NA	0.66	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus peregrinus	LC	LC	0	0	1	1	0	0	1	0	1	40	9	canopy	NA	3.5	3.5	NA	2	NA	NA	1.6	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus periacanthus	LC	LC	0	0	1	1	0	0	2	1	1	10	8	canopy	NA	3	3	0.33	2.2	NA	NA	2.15	2	2.3	small	ovoid	cryptic	0	0	0	0	1	0	1	1	0	0
Calamus pholidostachys	non-LC	NA	0	0	1	1	0	0	1	0	1	30	4	canopy	NA	2	2	NA	1.53	1.4	1.65	1.1	0.95	1.25	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus pilosellus	LC	LC	0	0	1	1	0	0	0	0	1	10	0.6	canopy	NA	0.5	0.5	NA	0.7	NA	NA	0.85	NA	NA	small	elongate	conspicuous	0	0	0	0	0	0	1	0	0	0
Calamus pilosissimus	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus pintaudii	non-LC	non-LC	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	1	0	0	0
Calamus plagiocyclus	NA	NA	0	0	1	1	0	0	NA	NA	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus platyspathus	LC	LC	0	0	1	1	0	0	0	0	1	25	3	canopy	NA	1.7	1.7	NA	0.8	NA	NA	0.8	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus plicatus	LC	LC	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	0	0	0	0	0	0	1	0	0	0
Calamus poensis	non-LC	non-LC	0	0	1	1	0	0	2	0	1	5	1.5	canopy	NA	0.8	0.8	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus pogonacanthus	LC	LC	0	0	1	1	0	0	0	0	1	30	1.5	canopy	NA	1.1	1.1	NA	0.8	NA	NA	1	NA	NA	small	NA	cryptic	0	0	0	0	0	0	1	0	0	0
Calamus pogonotium	non-LC	NA	0	0	1	2	0	2	1	0	1	4	2	understorey	NA	1.2	NA	NA	1.55	1.4	1.7	1.7	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus poilanei	LC	LC	0	0	1	1	0	0	1	0	1	150	7.5	canopy	NA	3.4	3.4	NA	2	NA	NA	1.4	NA	NA	small	globose	cryptic	0	0	0	0	0	0	1	0	0	0
Calamus politus	non-LC	NA	0	0	1	1	0	0	1	1	1	15	3.5	canopy	NA	3	NA	NA	1.2	NA	NA	1.3	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus polycladus	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus polystachys	non-LC	NA	0	0	1	1	0	0	0	0	1	NA	3.5	canopy	NA	2.5	2.5	NA	0.77	0.7	0.84	0.75	0.6	0.8	small	globose	cryptic	0	0	0	0	0	0	1	0	0	0
Calamus pseudoconcolor	non-LC	NA	0	0	1	1	0	0	0	0	1	10	0.5	canopy	NA	1	1	NA	1.4	NA	NA	0.7	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus pseudotenuis	non-LC	NA	0	0	1	1	0	0	0	0	1	15	5	canopy	NA	1.5	1.5	NA	1.5	NA	NA	1.5	NA	NA	small	globose	conspicuous	0	0	0	0	0	0	0	1	0	0
Calamus pseudozebrinus	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus psilocladus	non-LC	NA	0	0	1	1	0	0	1	0	1	5	1.2	canopy	NA	0.55	0.55	NA	0.8	NA	NA	0.8	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus pumilus	non-LC	NA	0	0	1	0	0	1	0	NA	1	NA	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus pycnocarpus	non-LC	NA	0	0	1	1	0	0	0	0	1	30	0.5	canopy	NA	0.4	0.4	NA	2.745	2	3.49	1.8	1.5	2.1	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus pygmaeus	non-LC	non-LC	0	0	1	0	1	0	0	0	1	0.3	1	understorey	NA	0.75	0.75	NA	0.75	NA	NA	0.75	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus quangngaiensis	LC	LC	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus radiatus	non-LC	NA	0	0	1	1	0	0	0	0	1	5	0.7	canopy	NA	0.2	0.2	NA	1.2	NA	NA	1.2	NA	NA	small	NA	conspicuous	0	0	0	0	0	0	0	1	0	0
Calamus radicalis	non-LC	non-LC	0	0	1	1	0	0	0	0	1	40	4	canopy	NA	3	NA	NA	0.9	NA	NA	0.9	0.8	1	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus radulosus	non-LC	NA	0	0	1	1	0	0	0	0	1	15	1.5	canopy	NA	1.5	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	0	0	0
Calamus rarispinosus	NA	NA	0	0	1	1	0	0	0	0	1	20	2.5	canopy	NA	1	1	NA	1.3	NA	NA	1.3	NA	NA	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus reinwardtii	LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus reticulatus	non-LC	non-LC	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus retroflexus	LC	LC	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	0	0	0
Calamus reyesianus	non-LC	NA	0	0	1	1	0	0	0	0	1	NA	NA	canopy	NA	NA	NA	NA	2	NA	NA	2	NA	NA	small	NA	cryptic	0	0	0	0	0	0	1	0	0	0
Calamus rhabdocladus	LC	LC	0	0	1	1	0	0	0	0	1	40	6	canopy	NA	1.5	1.5	NA	1.4	NA	NA	0.8	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus rheedei	non-LC	NA	0	0	1	1	0	0	0	0	1	NA	1.3	canopy	NA	0.8	0.8	NA	2.2	NA	NA	1.5	NA	NA	small	globose	cryptic	0	0	0	0	0	0	0	1	0	0
Calamus rhomboideus	LC	LC	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	2.45	NA	NA	2	NA	NA	small	NA	conspicuous	0	0	0	0	0	0	1	0	0	0
Calamus rhytidomus	LC	LC	0	0	1	1	0	0	0	0	1	NA	2.09	canopy	NA	NA	NA	NA	1.5	NA	NA	1.1	NA	NA	small	ovoid	NA	0	0	0	0	0	0	1	0	0	0
Calamus ridleyanus	non-LC	NA	0	0	1	1	0	0	0	0	1	30	1	canopy	NA	1.3	1.3	NA	1.25	NA	NA	0.68	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus riedelianus	non-LC	NA	0	0	1	1	0	0	2	1	1	10	6	canopy	NA	2.5	2.5	0.17	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus robinsonianus	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus rotang	LC	NA	0	0	1	1	0	0	0	0	1	30	2	canopy	NA	0.8	0.8	NA	1.5	NA	NA	1.5	NA	NA	small	ovoid	conspicuous	0	0	0	0	1	0	1	1	0	0
Calamus ruber	LC	NA	0	0	1	1	0	0	0	1	1	10	5	canopy	NA	3.4	3	0.45	2.5	NA	NA	2.5	NA	NA	small	elongate	conspicuous	0	0	0	0	1	0	1	0	0	0
Calamus rudentum	LC	LC	0	0	1	1	0	0	0	0	1	75	7	canopy	NA	3	3	NA	2	NA	NA	1.5	NA	NA	small	ovoid	cryptic	0	0	0	0	0	0	1	0	0	0
Calamus rugosus	non-LC	NA	0	0	1	1	0	0	1	0	1	8	0.6	canopy	NA	0.8	0.8	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus rumphii	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	0	0	0	0	0	0	1	0	0	0
Calamus ruptilis	LC	LC	0	0	1	2	2	0	0	1	1	10	3	canopy	NA	4	NA	NA	2.2	NA	NA	1.4	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus ruvidus	non-LC	NA	0	0	1	1	0	0	2	0	1	25	2.5	canopy	NA	0.8	0.8	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	0	0	0	0	0	0	1	0	0	0
Calamus sabalensis	non-LC	non-LC	0	0	1	0	1	0	0	0	1	0	3	understorey	NA	2	2	NA	0.9	NA	NA	0.9	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus sabensis	LC	LC	0	0	1	1	0	0	NA	0	1	NA	3.6	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus sabut	LC	LC	0	0	1	1	0	0	0	0	1	40	3	canopy	NA	3	3	0.55	1.6	NA	NA	1.2	NA	NA	small	globose	cryptic	0	0	0	0	0	0	1	0	0	0
Calamus salicifolius	LC	LC	0	0	1	0	0	1	0	0	1	2	0.8	understorey	NA	0.3	0.3	NA	1	NA	NA	1	NA	NA	small	NA	cryptic	0	0	0	0	0	0	0	1	0	0
Calamus samian	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	0	0	0	0	0	0	1	0	0	0
Calamus sarasinorum	LC	NA	0	0	1	1	0	0	2	1	1	35	8	canopy	NA	4	4	NA	1.6	NA	NA	1	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus sarawakensis	LC	LC	0	0	1	1	0	0	0	0	1	30	0.5	canopy	NA	0.6	0.6	NA	1.3	NA	NA	0.6	NA	NA	small	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus sashae	non-LC	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus scabridulus	non-LC	LC	0	0	1	1	0	0	0	0	1	20	1.2	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	0	0	0	0	0	0	1	0	0	0
Calamus scabrispathus	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus scapigerus	LC	LC	0	0	1	0	2	2	2	1	1	3.5	4	understorey	15	2	2	0.33	2.6	2.2	3	2.45	1.9	3	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus schistoacanthus	non-LC	NA	0	0	1	1	0	0	0	0	1	NA	0.99	canopy	NA	NA	NA	NA	1.3	NA	NA	0.9	NA	NA	small	globose	cryptic	0	0	0	0	0	0	1	0	0	0
Calamus schlechteri	NA	NA	0	0	1	1	0	0	NA	NA	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus schlechterianus	LC	LC	0	0	1	1	0	0	2	1	1	8	2.2	canopy	NA	1.73	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	0	0	0
Calamus scipionum	LC	NA	0	0	1	1	0	0	0	0	1	50	7	canopy	NA	2.3	2.3	NA	1.4	NA	1.4	0.9	NA	NA	small	globose	cryptic	0	0	0	0	0	0	1	1	0	0
Calamus scleracanthus	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	1.1	NA	NA	1	NA	NA	small	ovoid	NA	0	0	0	0	0	0	1	0	0	0
Calamus sedens	LC	LC	0	0	1	0	1	0	1	0	1	2	6	understorey	NA	2	2	NA	0.8	NA	NA	0.8	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus sedisspirituum	non-LC	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus sekundurensis	NA	NA	0	0	1	1	0	0	0	NA	1	2	NA	both	NA	3	3	NA	1.5	NA	NA	1	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus senalingensis	non-LC	NA	0	0	1	1	0	0	1	0	1	15	0.9	canopy	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus sepal	non-LC	NA	0	0	1	1	0	0	0	0	1	15	6	canopy	NA	3.7	3.4	0.33	3	NA	NA	2.75	2.5	3	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus seriatus	LC	LC	0	0	1	1	0	0	0	0	1	10	1.8	canopy	NA	NA	0.42	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus serpentinus	non-LC	non-LC	0	0	1	0	1	0	0	1	1	0.2	4	understorey	NA	2.2	2.2	0.55	2.5	NA	NA	2	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus serrulatus	LC	LC	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	0	0	0	0	0	0	1	0	0	0
Calamus siberutensis	NA	NA	0	0	1	1	0	0	0	NA	1	5	1.7	canopy	NA	1	1	NA	2	NA	NA	1.2	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus simplex	non-LC	NA	0	0	1	1	0	0	0	0	1	6	0.8	canopy	NA	NA	NA	NA	2.59	NA	NA	1.7	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus singalanus	NA	NA	0	0	1	1	0	0	0	1	1	10	4	canopy	NA	2.75	NA	0.55	1.6	1.2	2	1.55	1.1	2	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus siphonospathus	non-LC	LC	0	0	1	1	0	0	1	0	1	30	6	canopy	NA	1.5	1.5	NA	0.6	NA	NA	0.4	NA	NA	small	globose	cryptic	0	0	0	0	1	0	1	1	0	0
Calamus sordidus	LC	LC	0	0	1	1	0	0	0	0	1	30	1.5	canopy	NA	1.9	NA	NA	0.75	NA	NA	0.65	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus spanostachys	non-LC	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus sparsiflorus	LC	LC	0	0	1	1	0	0	0	1	1	20	2.7	canopy	NA	3.2	3	0.22	1.1	NA	NA	1	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus spectatissimus	LC	LC	0	0	1	1	0	0	0	0	1	20	1.7	canopy	NA	0.75	0.75	NA	2	NA	NA	2	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus spiculifer	non-LC	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus spinifolius	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	0	0	0	0	0	0	1	0	0	0
Calamus spinulinervis	non-LC	LC	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	0.2	0.2	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus spiralis	LC	LC	0	0	1	1	0	0	0	0	1	15	0.7	canopy	NA	0.2	0.2	NA	2.3	NA	NA	1.4	NA	NA	small	ellipsoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus stenophyllus	non-LC	NA	0	0	1	1	0	0	0	1	1	30	2.5	canopy	NA	2.5	NA	0.33	2.6	NA	NA	2	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus stolonifer	NA	NA	0	0	1	1	0	0	0	0	1	NA	3	canopy	NA	1	1	NA	1	NA	NA	1	NA	NA	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus suaveolens	non-LC	NA	0	0	1	1	0	0	1	0	1	10	4	canopy	NA	4.3	4.3	NA	0.8	NA	NA	0.6	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus subangulatus	LC	LC	0	0	1	1	0	0	0	0	1	20	1.7	canopy	NA	1.1	1.1	0.01	1.75	1.5	2	1.5	NA	1.2	small	NA	cryptic	0	0	0	0	0	0	1	0	0	0
Calamus sumbawensis	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus superciliatus	non-LC	non-LC	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus symphysipus	non-LC	LC	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	0.75	NA	NA	0.65	NA	NA	small	globose	cryptic	0	0	0	0	0	0	1	0	0	0
Calamus takanensis	NA	NA	0	0	1	1	0	0	NA	NA	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus tanakadatei	non-LC	NA	0	0	1	1	0	0	0	0	1	20	1	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus temii	non-LC	LC	0	0	1	0	0	1	2	0	1	5	5	understorey	NA	2	2	NA	2	NA	NA	1.5	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus tenompokensis	non-LC	NA	0	0	1	0	1	0	0	0	1	2	1	understorey	NA	0.7	NA	NA	0.8	NA	NA	0.7	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus tenuis	LC	LC	0	0	1	1	0	0	0	0	1	20	2.5	canopy	NA	1	1	NA	1.6	NA	NA	1.2	NA	NA	small	ovoid	cryptic	0	0	0	0	1	0	1	1	0	0
Calamus tetradactyloides	non-LC	non-LC	0	0	1	1	0	0	0	0	1	5	1	canopy	NA	0.4	0.4	NA	1.5	NA	NA	1	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus tetradactylus	LC	LC	0	0	1	1	0	0	0	0	1	6	1.8	canopy	NA	0.6	0.6	NA	0.9	NA	NA	0.9	NA	NA	small	globose	cryptic	0	0	0	0	0	0	1	1	0	0
Calamus thwaitesii	LC	LC	0	0	1	1	0	0	0	0	1	50	6	canopy	NA	3	3	NA	2.5	NA	NA	1.5	NA	NA	small	globose	conspicuous	0	0	0	0	0	0	0	1	0	0
Calamus thysanolepis	LC	LC	0	0	1	0	0	1	0	0	1	5	5	understorey	NA	1.5	1.5	NA	1.5	NA	NA	1	NA	NA	small	globose	cryptic	0	0	0	0	1	0	0	0	0	0
Calamus timorensis	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus toli-toliensis	NA	NA	0	0	1	1	0	0	NA	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus trachycoleus	non-LC	NA	0	0	1	1	0	0	NA	0	1	NA	1.65	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	cryptic	0	0	0	0	0	0	1	0	0	0
Calamus treubianus	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus trichrous	NA	NA	0	0	1	1	0	0	0	1	1	15	NA	canopy	NA	1.4	NA	NA	1.3	NA	NA	1.5	NA	NA	small	NA	NA	0	0	0	0	0	0	1	0	0	0
Calamus tumidus	non-LC	NA	0	0	1	1	0	0	1	0	1	60	1.2	canopy	NA	4	4	NA	2.2	NA	NA	1.8	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus unifarius	LC	NA	0	0	1	1	0	0	1	0	1	20	5	canopy	NA	2	2	NA	1.5	NA	NA	1	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus unijugus	non-LC	non-LC	0	0	1	1	0	0	0	1	1	20	0.9	canopy	NA	0.7	0.7	0.07	3	NA	NA	2	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamus urdanetanus	LC	LC	0	0	1	1	0	0	NA	1	1	NA	NA	canopy	NA	1.8	NA	NA	1.4	NA	NA	1.4	NA	NA	small	elongate	NA	0	0	0	0	0	0	1	0	0	0
Calamus ursinus	non-LC	NA	0	0	1	2	0	2	1	0	1	4	2	understorey	NA	1.2	NA	NA	1.7	NA	NA	1.4	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
